Time (s),Ux,Uy,Uz,k,omega,p
46,0.0434779423319,0.00416891277039,0.0409746691676,0.00819234303811,0.000534614395121,0.415999309075
47,0.0414646139216,0.00396984939752,0.0386720066706,0.00804619986758,0.00052566165168,0.392909311035
48,0.0412911211057,0.00387110612668,0.0382288333031,0.00790943844456,0.00051693675364,0.376946793794
49,0.041596531313,0.00377349822829,0.0370665853468,0.00778159497291,0.000508180209047,0.377436290041
50,0.0405442449169,0.00368373408588,0.0348826382943,0.00765408949517,0.000499297476064,0.390565643602
51,0.0377586867542,0.00354761441535,0.0320746308866,0.00752397806692,0.00049042446574,0.397918781388
52,0.0361428859666,0.00341774194729,0.0294402466991,0.00739986903103,0.000481780504341,0.385560836152
53,0.0361566467248,0.00324991463684,0.0279092801654,0.00728726636559,0.000473308818854,0.360392210299
54,0.0351553235425,0.00309708283592,0.0261694993092,0.00718173589501,0.000464855865449,0.345631623847
55,0.0334283403904,0.00304661167504,0.0245228570551,0.00707934882051,0.000456363041813,0.348054559855
56,0.0321108074173,0.00298509192409,0.0230592945178,0.00697753654335,0.000447748840773,0.36409917383
57,0.0309297247684,0.00281573833951,0.0217826926642,0.00687898355661,0.0004391308218,0.364696740045
58,0.0293741981457,0.00268558579357,0.0205433952045,0.00678395372291,0.000430398899779,0.356922999726
59,0.0273262563312,0.00255439162857,0.0192274921524,0.00669381676794,0.000421661884681,0.350735613953
60,0.0267450187747,0.00246856202811,0.0183881846954,0.00660755750992,0.000412875211016,0.326735393879
61,0.0272124858307,0.00233573932394,0.0176976764209,0.00652370484669,0.000404143686377,0.303549356212
62,0.0265578160621,0.00223866105907,0.0165917029975,0.00644220839712,0.00039556085488,0.301770472576
63,0.0245250259244,0.00216759258002,0.0153621570072,0.00636371704042,0.000387127432325,0.315268811472
64,0.023080229526,0.0021478040106,0.0144804788667,0.00628780271555,0.000378937650865,0.300792451803
65,0.0220684917395,0.00197805127681,0.013565638242,0.00621437829774,0.00037097537309,0.281934938896
66,0.0208407509977,0.00187534150601,0.0125284043368,0.00614285628008,0.000363216144438,0.27238633985
67,0.0191706742396,0.00182092913493,0.0114709414145,0.00607295233003,0.000355571576113,0.279928119518
68,0.018371480392,0.00174443640244,0.0109373849219,0.00600380475424,0.000348032268212,0.276682422032
69,0.0185119235641,0.00164968095274,0.0107758869632,0.00593615631396,0.000340709838067,0.261028707243
70,0.0186223238105,0.00157287015456,0.0105620988287,0.00587096321303,0.000333628809314,0.246447195175
71,0.0175327604423,0.00153583134022,0.00978128280839,0.0058083454558,0.000326802548924,0.230355167125
72,0.0159506698813,0.00148254114605,0.00896623027584,0.00574816819424,0.000320205054623,0.213771642023
73,0.0149395045955,0.00146736495828,0.00828290209974,0.0056891956335,0.000313823416126,0.197765201367
74,0.0144205047542,0.00137321022312,0.00780748506525,0.00563034330501,0.000307551860413,0.188739758011
75,0.013507254066,0.00127096695778,0.00715288864236,0.00557161961998,0.000301338895666,0.178300634646
76,0.0126250943557,0.00124337490451,0.00660511430215,0.00551366535258,0.00029508399672,0.177209623935
77,0.0118793819418,0.00118237644818,0.00637145052042,0.00545664478557,0.000288846731048,0.173057461014
78,0.0117349364915,0.00112405306655,0.00642959148711,0.0054003902623,0.000282631372884,0.161313197192
79,0.0114406222613,0.00108358312994,0.0063159191039,0.00534507490003,0.000276467963851,0.14763776429
80,0.0108318470904,0.00105573285825,0.00597874247136,0.00529049536548,0.000270394045486,0.135412318126
81,0.00998348318102,0.001026203895,0.0054451026392,0.00523657432,0.000264437410067,0.128082612264
82,0.00938951372483,0.00098368299848,0.00498981176489,0.00518322331058,0.000258546079875,0.119126295405
83,0.00904703138162,0.000959380076782,0.00464086163639,0.00513041306528,0.000252789876947,0.109665926036
84,0.00870527986162,0.000906687954256,0.00437440872256,0.00507818109596,0.000247127814893,0.105190413645
85,0.00813802214444,0.000848758221757,0.00408917886491,0.00502645201504,0.000241543216915,0.0989139794136
86,0.00757850844833,0.000815414169022,0.00392692458856,0.00497553387912,0.000236035068707,0.0941135870263
87,0.00720251975273,0.000785363338066,0.00388405008334,0.00492558258356,0.000230561430688,0.0916815379217
88,0.00709155549794,0.000751665079519,0.0039179209434,0.00487681852275,0.000225136549504,0.0849571308066
89,0.00705517263017,0.000723352623119,0.00388111148089,0.00482919050189,0.000219824077022,0.0787681949736
90,0.00677335832011,0.000700952889187,0.00368974584612,0.00478247953706,0.000214635905463,0.0740480141902
91,0.00641042526444,0.000681470692289,0.00342771717343,0.00473660956448,0.000209636430702,0.0703406538809
92,0.00605843893039,0.000648525593414,0.00316480778032,0.0046915586954,0.000204764976967,0.067209196664
93,0.00577423968126,0.000627206685038,0.00296347733919,0.00464740466331,0.000199997359223,0.0627926597032
94,0.00554955947818,0.000600038451558,0.00281111303045,0.00460383032809,0.000195312199068,0.0591874454387
95,0.00536804136545,0.000568880487945,0.0027123499231,0.00456091674757,0.000190730597633,0.0571258992916
96,0.00526088961806,0.000542215572828,0.00267042418787,0.00451872919966,0.000186306163444,0.0544702284949
97,0.00522715568618,0.000518341497055,0.00265497795638,0.00447733228467,0.000182137753115,0.0517561640269
98,0.00522274751786,0.000499412005606,0.00262712712831,0.00443665356008,0.000178225596421,0.049872163524
99,0.00521299745568,0.000480908953629,0.00257757193356,0.00439675638075,0.000174589619956,0.0471685660068
100,0.00518060869147,0.000461185359591,0.00250320115989,0.00435772151192,0.000171261868452,0.0442470521977
101,0.00509167337752,0.000442084491487,0.0024063025639,0.0043196929322,0.000168288191257,0.0423360410173
102,0.00495940850825,0.000425093025291,0.00229664110626,0.00428298310935,0.000165690557446,0.0407795750493
103,0.00482401366368,0.000409433864484,0.00219304011236,0.004247667444,0.000163485044809,0.0391357526922
104,0.00472303344486,0.00039457047395,0.00210964853754,0.00421366570841,0.000161651071932,0.0374565745078
105,0.00466283413205,0.000379468668921,0.0020489954966,0.0041810752805,0.000160140315689,0.0359287322443
106,0.00463495739165,0.000364325289087,0.00200756587824,0.0041497377903,0.000158875495337,0.0347500217764
107,0.00462279891557,0.000349991733971,0.00198039510211,0.00411974817056,0.000157820368253,0.0336476787518
108,0.00461074218807,0.000336826850423,0.00195626814731,0.00409107424951,0.00015691813318,0.0324893201659
109,0.00458622118934,0.000324841860082,0.00192738210226,0.0040634615982,0.000156065072586,0.0313371305443
110,0.00454553273603,0.000313850605923,0.00189275644885,0.00403677920864,0.000155174666935,0.0301970659302
111,0.00449180393996,0.000303624261298,0.0018536622253,0.00401084966128,0.000154201818343,0.0290710498292
112,0.00442725369999,0.000293897807364,0.00181204921108,0.00398558524578,0.000153102697361,0.0280595269893
113,0.00435231100876,0.000284598076784,0.00177274091921,0.00396080892978,0.000151873882285,0.0271833878339
114,0.00427575136101,0.00027587389937,0.00173719723473,0.00393654396276,0.000150512706023,0.026379742614
115,0.00420730416743,0.000267693214265,0.00170631288787,0.00391279511489,0.000149050605113,0.0256125894245
116,0.00415144271305,0.000260042954138,0.00168159867067,0.00388952718043,0.000147460933319,0.0249034102843
117,0.00409492052525,0.000252594708522,0.00165924807488,0.00386664221536,0.00014577049428,0.0242909064656
118,0.00404102463695,0.000245444353689,0.0016402848012,0.00384418179495,0.0001439761815,0.0237526253782
119,0.00399923323728,0.000238817196467,0.0016264018825,0.00382207615169,0.000142084890306,0.0232680330577
120,0.00396305124125,0.000232779609661,0.00161520619574,0.00380039915946,0.000140094303947,0.0228326201336
121,0.0039243379274,0.000227145522511,0.00160548683142,0.00377928009426,0.000138027146093,0.0223972814156
122,0.00387735922736,0.000221857082469,0.00159577586855,0.00375865733116,0.000135878519375,0.0219852753568
123,0.00381414800777,0.000216756370944,0.00158213764103,0.00373840423327,0.000133678476098,0.0215671548018
124,0.00375349781261,0.000212025379709,0.00156963883708,0.00371848803733,0.00013141094693,0.0211518324372
125,0.00370204920243,0.000207706267759,0.00156014696408,0.00369880240896,0.000129127007317,0.0207561241153
126,0.00365387212866,0.000203610833342,0.00155215224376,0.00367936184403,0.000126827949383,0.0204070720775
127,0.00359909196631,0.000199589975517,0.00154280695408,0.003660159353,0.000124517843208,0.0200690778967
128,0.00354191601745,0.000195593811882,0.00153258086541,0.00364117388512,0.000122174357463,0.0197511149237
129,0.0034856251382,0.000191671420077,0.00152108626025,0.00362232402705,0.000119832566206,0.0194331461512
130,0.00342735257775,0.00018790697488,0.0015085969228,0.0036035156868,0.000117485916556,0.0191568051176
131,0.00337114926704,0.000184362121657,0.00149790971515,0.00358470552338,0.000115143938624,0.0188723558476
132,0.00331897093767,0.000181023970056,0.00148939773041,0.00356603923782,0.000112817704561,0.0185964793535
133,0.00327307570298,0.000177834371511,0.00148100211882,0.00354740659843,0.000110525421746,0.018318616959
134,0.00322666422921,0.000174760584932,0.001471384952,0.00352878788111,0.000108272705326,0.0180705316331
135,0.00317860238505,0.000171782505052,0.00146073092259,0.00351020797267,0.000106078843564,0.0178168883928
136,0.00312920177209,0.000168908765911,0.0014493866584,0.00349155358533,0.00010393700302,0.0175644914905
137,0.00309164708427,0.000166212508824,0.00144294914186,0.00347288673315,0.0001018395191,0.017292060772
138,0.00305576365032,0.000163561992535,0.0014360275678,0.00345420960929,9.97782366774e-05,0.0170592196519
139,0.00301325178034,0.000160927518961,0.00142555268735,0.00343550838475,9.77845217149e-05,0.0168459259203
140,0.00296472803893,0.000158341339473,0.00141220333825,0.00341677808168,9.58326910515e-05,0.0166433333249
141,0.00291360627399,0.000155919411449,0.00139928582101,0.00339802537129,9.39509309996e-05,0.0164246754784
142,0.00287806637899,0.000153722316072,0.00139201299123,0.00337924478297,9.21104471187e-05,0.0162105982308
143,0.00284634659791,0.000151596143434,0.00138549517424,0.00336041591888,9.03242629558e-05,0.0160227315537
144,0.00281190445715,0.000149451801313,0.00137716096015,0.00334154340558,8.85954461091e-05,0.0158626168083
145,0.00277260456386,0.000147284707883,0.00136582890241,0.0033226717856,8.6917080695e-05,0.0157166711201
146,0.00273102611568,0.00014520782434,0.00135382471338,0.00330373525886,8.52768282153e-05,0.0155682268977
147,0.00269434830321,0.000143234015057,0.00134242286596,0.00328466165533,8.36786904835e-05,0.0154172647092
148,0.00266481766261,0.000141314955452,0.00133251809311,0.00326541348955,8.21186440923e-05,0.015278873438
149,0.00263630290845,0.000139457849422,0.0013220535478,0.00324602323536,8.06123506901e-05,0.0151493714757
150,0.00260804928383,0.000137563080271,0.0013106086773,0.00322650430082,7.91353262534e-05,0.0150336636507
151,0.00257551523134,0.000135637527528,0.00129872208721,0.00320679386091,7.77012596447e-05,0.0149090030752
152,0.00254114140485,0.000133766615327,0.00128583997121,0.00318694483119,7.63106885425e-05,0.0147899239779
153,0.00250647427439,0.000131922442746,0.00127204652013,0.003166932545,7.49665591035e-05,0.0146604509389
154,0.00247471894569,0.000130125893073,0.00125808020117,0.00314673310757,7.36517488577e-05,0.0145448376273
155,0.00244460971526,0.000128336862909,0.00124375945592,0.0031263515773,7.23874045798e-05,0.0144497648575
156,0.00241666564936,0.00012656801987,0.00122937047965,0.00310579400246,7.11647788047e-05,0.0143526711456
157,0.00238744972658,0.000124814820329,0.00121501093231,0.00308508512527,6.99756767906e-05,0.0142687882967
158,0.00235819910539,0.000123066763627,0.00120061189648,0.00306424924142,6.8809206156e-05,0.0141945888914
159,0.00232752718906,0.000121286894222,0.00118581214029,0.00304324539463,6.76758770935e-05,0.0141101836464
160,0.00229583405112,0.000119518786179,0.00117078759046,0.0030221686408,6.65727464132e-05,0.014053140174
161,0.0022646451172,0.000117737356235,0.00115561337331,0.00300105704178,6.54905446633e-05,0.013997617311
162,0.00223400929108,0.000116003151037,0.00114102615982,0.00297989481356,6.44360131294e-05,0.0139238661447
163,0.00220338135026,0.000114297519193,0.00112619640664,0.00295861013131,6.341045345e-05,0.0138302790328
164,0.00217269029687,0.000112592276034,0.0011110821108,0.00293728127838,6.24043583974e-05,0.0137629319309
165,0.00214133536659,0.000110918534999,0.00109621432774,0.00291599233315,6.14240250205e-05,0.0137113656495
166,0.00211027467669,0.000109298291228,0.00108120767672,0.00289474067441,6.04713747848e-05,0.0136609833433
167,0.00208037054392,0.000107740336513,0.00106600178068,0.00287351424075,5.95436103487e-05,0.0136280192918
168,0.00205233933006,0.000106215563802,0.00105070795354,0.0028523375115,5.86543433907e-05,0.0136353557917
169,0.00202504067744,0.000104713840388,0.00103513528992,0.00283121730572,5.77847502148e-05,0.0136131218717
170,0.00199776409425,0.00010322616422,0.0010187534121,0.00281022033261,5.69295847051e-05,0.0135925545419
171,0.00196802343743,0.000101769710278,0.00100268512825,0.00278925682909,5.61083928905e-05,0.0135560393319
172,0.0019355527847,0.000100369310629,0.000987048704903,0.00276827887183,5.53079850879e-05,0.0135200824599
173,0.00190561490897,9.90074703711e-05,0.000971318734847,0.00274735082604,5.45237442578e-05,0.0135032219249
174,0.00187910874624,9.76272014808e-05,0.000955704106186,0.00272647758526,5.37521338395e-05,0.0134851555146
175,0.00185390318121,9.62520927257e-05,0.000941889949274,0.00270561246427,5.3007454372e-05,0.0134415450075
176,0.00182621986494,9.488384852e-05,0.000927970068997,0.00268474624711,5.22803977528e-05,0.0133983323251
177,0.00179804386351,9.35530505462e-05,0.00091374607621,0.0026638955851,5.15679507274e-05,0.0133580704344
178,0.00176948062497,9.22718226691e-05,0.000898393674951,0.00264312073058,5.08723975068e-05,0.0133197991453
179,0.00174277133945,9.10370427701e-05,0.000885244429729,0.00262244264233,5.01976682785e-05,0.0132780335472
180,0.00171706362831,8.98883252158e-05,0.000873911257089,0.00260185440913,4.95375488113e-05,0.0132128209674
181,0.00169227228998,8.87937540637e-05,0.00086242619829,0.00258132714665,4.88940646035e-05,0.0131355799633
182,0.00166890858699,8.77194766671e-05,0.000851469778517,0.00256087674452,4.82627580088e-05,0.0130643216878
183,0.00164584441652,8.66214150303e-05,0.000841352075595,0.00254052486606,4.76601883555e-05,0.0130177909115
184,0.00162243800688,8.55430124837e-05,0.000831969936206,0.00252026571024,4.70686192995e-05,0.0130109334772
185,0.00159858254125,8.44772515092e-05,0.000822900481446,0.00250003978823,4.64872277193e-05,0.0129981832791
186,0.00157500975742,8.34472421923e-05,0.000813852473961,0.00247989445179,4.59134508782e-05,0.0129543792168
187,0.00155207442379,8.24406020688e-05,0.000804327591493,0.00245985997162,4.53574332886e-05,0.0128938942361
188,0.0015301229578,8.14644950147e-05,0.000795079987101,0.0024399630186,4.48070688585e-05,0.0128205246715
189,0.00151094662854,8.05186608653e-05,0.000786910433964,0.00242014440784,4.42683813417e-05,0.0127769497742
190,0.00149298511359,7.95839199786e-05,0.000778368767707,0.0024004253321,4.3738802315e-05,0.0127627823533
191,0.00147562463444,7.86753679451e-05,0.000770810860233,0.00238086494212,4.3221621907e-05,0.0127273671899
192,0.00145770674718,7.77806910335e-05,0.000762850811602,0.0023614605447,4.27045750448e-05,0.0126821496641
193,0.00143998958714,7.69096349069e-05,0.000754944347924,0.0023422125288,4.21966283629e-05,0.0126104826244
194,0.00142197108628,7.60583218555e-05,0.000747559427529,0.00232306276688,4.1693753915e-05,0.0125849095582
195,0.00140564337189,7.52710306111e-05,0.000740564267039,0.00230405682832,4.11988393331e-05,0.0125683707863
196,0.0013907877483,7.44851387823e-05,0.000733122902537,0.0022852500301,4.07173895405e-05,0.0125459898736
197,0.00137727777363,7.37139633376e-05,0.000726279156086,0.00226665582779,4.02504283018e-05,0.0125227567316
198,0.00136338908114,7.29597712184e-05,0.000720165980671,0.00224822544195,3.97913399033e-05,0.0125224772244
199,0.00135066180423,7.22264967256e-05,0.000714013589117,0.00222997611126,3.93379654749e-05,0.0125178307778
200,0.00133917322218,7.15331317457e-05,0.000708166777767,0.0022119032983,3.88932914557e-05,0.0125165105015
201,0.00132735471436,7.08416698554e-05,0.000702783412619,0.00219396026858,3.84616679174e-05,0.0124929734847
202,0.00131842004022,7.01516361262e-05,0.000697364770912,0.00217609875318,3.8037388941e-05,0.012481551288
203,0.00131249474229,6.94745866383e-05,0.000691931197221,0.00215840196109,3.76183682183e-05,0.0124647315502
204,0.00130591099734,6.88413901868e-05,0.000686477098067,0.0021408430088,3.72066853517e-05,0.0124327471952
205,0.0012981802436,6.82272476903e-05,0.000682526352647,0.00212336064174,3.68043313902e-05,0.0124213983583
206,0.00129170242296,6.76267789623e-05,0.000678739799516,0.00210604943777,3.64014006129e-05,0.0124084115561
207,0.00128813876995,6.70636558423e-05,0.000675070666817,0.00208888893294,3.60098652741e-05,0.0123903393445
208,0.00128640955561,6.65046601658e-05,0.000671934397087,0.00207190426423,3.56210507513e-05,0.0124124098823
209,0.00128333792898,6.59303635118e-05,0.000668964975075,0.0020550503956,3.52432366969e-05,0.0123918079256
210,0.00127966561861,6.53153809614e-05,0.000666107233041,0.00203836317875,3.48684942903e-05,0.0123659717004
211,0.00127668673745,6.4703739834e-05,0.000663765691083,0.00202178954511,3.44940411893e-05,0.012280919985
212,0.00127296676857,6.4094702527e-05,0.000661050853475,0.00200534615696,3.41188403227e-05,0.0121982861981
213,0.00127079998936,6.35062904859e-05,0.000658519512837,0.00198908967977,3.37436163521e-05,0.0121248256153
214,0.00126814246068,6.29273596594e-05,0.000656347731589,0.0019730368021,3.33698373379e-05,0.0120604609477
215,0.00126589044532,6.2381261472e-05,0.000654430983169,0.00195715672259,3.3003356136e-05,0.0119835029913
216,0.00126162511186,6.18429894025e-05,0.000652425265752,0.00194148072903,3.26427507174e-05,0.0119049173542
217,0.00125633186395,6.1302989048e-05,0.000650582176933,0.00192594180331,3.22937011609e-05,0.0118304960585
218,0.00125071898535,6.07428225813e-05,0.000648350111153,0.00191062501168,3.1952413566e-05,0.0117860448051
219,0.00124495764262,6.01962764385e-05,0.000647283578984,0.00189556707274,3.16192927727e-05,0.0117210020726
220,0.00124012653001,5.966046761e-05,0.000646957871024,0.00188076804651,3.12823518086e-05,0.0116618916448
221,0.00123559719824,5.91227013826e-05,0.000647268703491,0.00186621685408,3.09477264452e-05,0.0116007643062
222,0.00122952979332,5.85545789392e-05,0.000647913550819,0.00185190093166,3.06177846028e-05,0.0115568306613
223,0.00122142603571,5.79888531324e-05,0.000650185594284,0.00183773575145,3.0296095737e-05,0.0115118453753
224,0.00121285042625,5.74124699709e-05,0.000652448312964,0.00182377829353,2.9978115002e-05,0.011465028464
225,0.00120320448617,5.68273636675e-05,0.000655189116862,0.00180989548915,2.96637215859e-05,0.0113886551591
226,0.00119191961113,5.62473192999e-05,0.000657950494085,0.00179613554782,2.93514332813e-05,0.0113242039642
227,0.00117932744929,5.57172660042e-05,0.000661331174129,0.00178252604588,2.90458428785e-05,0.0112638613503
228,0.001166102016,5.52166580617e-05,0.000665064517562,0.00176911175365,2.87436336654e-05,0.0112214880423
229,0.0011515074971,5.47521067027e-05,0.000669093056737,0.00175592254105,2.84494992414e-05,0.0111641837778
230,0.00113439417996,5.42904285084e-05,0.000673107741621,0.00174294269756,2.81625070838e-05,0.0111149553629
231,0.00111696645753,5.38360136114e-05,0.000677585599277,0.00173014451218,2.78851580683e-05,0.0110500739393
232,0.00109949716843,5.33560315275e-05,0.000683158790591,0.00171751797934,2.76114874052e-05,0.0109919413116
233,0.00108473985455,5.28633679976e-05,0.000690105292112,0.00170502710813,2.73465902095e-05,0.0109410841175
234,0.00106713035711,5.23649618756e-05,0.000697164070996,0.00169273619573,2.70897237884e-05,0.0108985256763
235,0.00104942589775,5.18889284461e-05,0.000704462003833,0.00168044410247,2.6834813485e-05,0.0108496508047
236,0.0010295202819,5.1401391686e-05,0.000711011912308,0.00166830686616,2.65844119705e-05,0.0108057593326
237,0.001010815653,5.09225110238e-05,0.000718060817578,0.00165626771525,2.63355846192e-05,0.0107679374422
238,0.000992928092303,5.04118891177e-05,0.000725093169656,0.00164448033259,2.6099631581e-05,0.0107261582739
239,0.000976741536259,4.9907970954e-05,0.000733128770141,0.00163278344735,2.58664116098e-05,0.0106831409771
240,0.000960553234681,4.93834763698e-05,0.000741150475629,0.00162116972555,2.56350599472e-05,0.010639229266
241,0.0009441948784,4.88637728558e-05,0.000750370485358,0.00160968116977,2.54087284289e-05,0.010594106085
242,0.000925887611926,4.83613016996e-05,0.000759111002703,0.0015983575711,2.51856454933e-05,0.0105647303124
243,0.000907728964714,4.78356575928e-05,0.000768715123884,0.00158713993282,2.49658290308e-05,0.0105415986748
244,0.000890437845802,4.72772156643e-05,0.00077931363607,0.00157605609441,2.47499462806e-05,0.0105062788731
245,0.000874466133714,4.67261709892e-05,0.000790772913148,0.00156512993375,2.45363587804e-05,0.0104771942196
246,0.000859175661212,4.61993427973e-05,0.000802153874679,0.0015543758425,2.43271795907e-05,0.0104614860591
247,0.000844931354133,4.57083692831e-05,0.000813641278064,0.0015437356208,2.41185264186e-05,0.0104495204119
248,0.000832117608586,4.52324835692e-05,0.000825559425289,0.00153320445359,2.39102864939e-05,0.0104478054113
249,0.000820529721297,4.47956556185e-05,0.000837814427305,0.00152279263071,2.37037007617e-05,0.0104633769675
250,0.000810459950164,4.43870542034e-05,0.000850372751479,0.00151254742719,2.34963314356e-05,0.0104740222666
251,0.000801484429404,4.40229956279e-05,0.000864358098966,0.00150246897026,2.32962071571e-05,0.0104928590193
252,0.000793570473843,4.36503170973e-05,0.000878534637536,0.00149263771585,2.30924359955e-05,0.0105085003043
253,0.000786277808413,4.330396039e-05,0.000893404073049,0.00148302096107,2.28953893902e-05,0.0105267417235
254,0.000781137020591,4.29827318488e-05,0.000909004622716,0.00147357297297,2.26988487451e-05,0.0105487149123
255,0.000777021709998,4.27013775339e-05,0.000924578777421,0.00146426643201,2.25060022119e-05,0.0105617944518
256,0.000773414183789,4.24460993948e-05,0.0009394682502,0.00145500921308,2.23170399667e-05,0.0105780292919
257,0.00076958174461,4.22201157801e-05,0.000954036699463,0.00144579399733,2.21321258893e-05,0.0106056969258
258,0.000765507562646,4.19813839918e-05,0.000967136709945,0.00143666329589,2.19485966126e-05,0.0106345331017
259,0.000762236390977,4.17476522373e-05,0.000980335619874,0.00142760030231,2.17694850579e-05,0.010643210183
260,0.000759004174718,4.15324436584e-05,0.000993086159874,0.00141861836687,2.15901414806e-05,0.010643587616
261,0.000756460273105,4.13480808641e-05,0.00100539033837,0.00140967170739,2.14121586602e-05,0.0106683366799
262,0.000755123722594,4.11728206256e-05,0.00101744227623,0.00140084505509,2.12390834561e-05,0.0107029025355
263,0.000755188450793,4.10009060218e-05,0.0010286431863,0.00139208672492,2.10763287616e-05,0.0107544076601
264,0.000755787776673,4.08168920581e-05,0.00104009572351,0.00138346331882,2.09098996476e-05,0.0108079175756
265,0.000756745828466,4.06212991324e-05,0.0010513745458,0.0013748852436,2.07527746612e-05,0.0108292900231
266,0.000757117975886,4.04106776254e-05,0.00106097545677,0.00136643115359,2.05959934112e-05,0.0108443258073
267,0.000757327056,4.02326201695e-05,0.00106983331759,0.00135808145107,2.04427110646e-05,0.0108516959446
268,0.000757192436991,4.00248066298e-05,0.00107675156544,0.00134989515843,2.02886747512e-05,0.0108761947871
269,0.000756165206813,3.98140214265e-05,0.00108287979511,0.00134195829105,2.01434412906e-05,0.0108943951737
270,0.00075557699119,3.95972232191e-05,0.00108820952146,0.00133421471844,1.99986061753e-05,0.0109092870824
271,0.000754986920354,3.93897953364e-05,0.00109285158743,0.00132660660421,1.98594620616e-05,0.0109202436189
272,0.000755138846122,3.91572125261e-05,0.00109793327404,0.00131924297285,1.97175925046e-05,0.0109286335433
273,0.000754425497714,3.89219586999e-05,0.00110275278058,0.00131206047572,1.95807496481e-05,0.0109142928739
274,0.000752387754953,3.87273684543e-05,0.00110597952709,0.0013050038902,1.94453753002e-05,0.0109126510573
275,0.000748924846687,3.85278663493e-05,0.00110695268635,0.00129820136629,1.93146814659e-05,0.0109149285935
276,0.000744725309087,3.83098788501e-05,0.00110640477077,0.00129160360943,1.91942478235e-05,0.0109197036144
277,0.000739327424879,3.80966806861e-05,0.00110445630331,0.00128521542051,1.90818215119e-05,0.0109155781403
278,0.000732860350938,3.78935167501e-05,0.00110016767067,0.00127896957018,1.89695716747e-05,0.0108804456003
279,0.0007253395959,3.76979510241e-05,0.0010939598526,0.00127288918704,1.88571850404e-05,0.0108443254757
280,0.000717965608679,3.7485342546e-05,0.00108592621449,0.00126686519267,1.87419011051e-05,0.0108204962622
281,0.000709692820716,3.72211745435e-05,0.0010774551137,0.0012609903196,1.86254480466e-05,0.0107802677536
282,0.0006991355927,3.69006383181e-05,0.00106693400857,0.00125522869415,1.85081957099e-05,0.0107373149864
283,0.000687040524996,3.65780875395e-05,0.00105453129676,0.00124954470284,1.83930819579e-05,0.0106906535757
284,0.000674834320814,3.62301418805e-05,0.00104069817048,0.00124394056021,1.8274555834e-05,0.0106488632082
285,0.000663566366393,3.58782252274e-05,0.00102787913606,0.00123843934844,1.81577788405e-05,0.0106016782643
286,0.00065256789838,3.55407382315e-05,0.00101463647009,0.00123308285704,1.8041536163e-05,0.010576434165
287,0.000641889571498,3.52339062553e-05,0.00100148470327,0.00122785400961,1.79288206963e-05,0.0105523470519
288,0.000631512861881,3.4929541973e-05,0.000987641710088,0.00122281276677,1.78110260139e-05,0.0105191633731
289,0.000621641473958,3.46850871044e-05,0.000973624680936,0.00121792376894,1.76993931366e-05,0.010493450871
290,0.000612503766296,3.44386228943e-05,0.000960007875841,0.00121322907752,1.75864747364e-05,0.0104648300419
291,0.000603808303592,3.42079036988e-05,0.000947278268938,0.00120862403395,1.74802152616e-05,0.010430107581
292,0.000595625595963,3.39819801056e-05,0.000935574438627,0.00120408730442,1.7371748559e-05,0.010386514911
293,0.000587748670749,3.37782890075e-05,0.000925916958686,0.00119966404203,1.72667563672e-05,0.0103442161096
294,0.000579510832184,3.36005603099e-05,0.000916568636192,0.0011953770491,1.71627111303e-05,0.0102990908147
295,0.000571915814449,3.3453811167e-05,0.000909136285761,0.0011912524395,1.70590385845e-05,0.0102437193471
296,0.000565538112254,3.32915191401e-05,0.000903053684585,0.00118728844607,1.6955386132e-05,0.0101913587248
297,0.00056023525395,3.31281387529e-05,0.000898040914059,0.00118354587225,1.68544052143e-05,0.010140778483
298,0.000555339632945,3.29724011043e-05,0.000893156001002,0.00117995037938,1.67574398705e-05,0.0101105435795
299,0.000551025817539,3.28554610424e-05,0.000889547754179,0.00117647270884,1.66570480915e-05,0.0100714869115
300,0.000546953535569,3.27425811924e-05,0.000886759670951,0.00117315289534,1.65575023109e-05,0.0100131069085
301,0.000543442534032,3.26541563622e-05,0.00088483540661,0.0011699962064,1.64605653479e-05,0.00995452377328
302,0.000541277130774,3.25527220354e-05,0.000883213142006,0.00116693692078,1.63672748015e-05,0.00992707514696
303,0.000539336136943,3.24599233112e-05,0.000882783527764,0.00116394332867,1.62719479543e-05,0.009893601821
304,0.000538068626249,3.23682625141e-05,0.000881562300376,0.00116109688388,1.61777079793e-05,0.00985257277484
305,0.000537381061911,3.23014023564e-05,0.000880251334503,0.0011583874757,1.60803386539e-05,0.00981326584712
306,0.00053657402352,3.22077270872e-05,0.000879339403134,0.00115575226118,1.59848031644e-05,0.00975735611291
307,0.000535888529794,3.20996316298e-05,0.000878910174342,0.00115320007735,1.58894500001e-05,0.00970242631639
308,0.000534639509124,3.1977112714e-05,0.000878878159132,0.00115065269917,1.57940349947e-05,0.00964605132988
309,0.000533104574615,3.18411197478e-05,0.000878783356327,0.00114815725862,1.56963557434e-05,0.00958258228094
310,0.000531412835447,3.16857328417e-05,0.000878107159295,0.0011456729117,1.55940707201e-05,0.00953213116375
311,0.000529965531966,3.15233910884e-05,0.000877543819997,0.00114315915269,1.54991976185e-05,0.00947338590468
312,0.000528379404205,3.13395610136e-05,0.000876221307992,0.00114059470141,1.53999681899e-05,0.0094321620678
313,0.000526502251499,3.11327708007e-05,0.000873574742849,0.00113804722613,1.53056650169e-05,0.0094059213657
