Time (s),PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,TOTAL_MOMENT_X,TOTAL_MOMENT_Y,TOTAL_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z
"                 486",-2.448897248582e+01,3.812341402224e+00,-2.705264879658e+00,-2.507528823202e+01,3.857254010636e+00,-2.721514965795e+00,-5.863157461995e-01,4.491260841210e-02,-1.625008613732e-02
"                 487",-2.448943611464e+01,3.807681854367e+00,-2.693925942893e+00,-2.507584332057e+01,3.852596253897e+00,-2.710064737563e+00,-5.864072059267e-01,4.491439953076e-02,-1.613879466998e-02
"                 488",-2.449475304293e+01,3.805257966523e+00,-2.684636894422e+00,-2.508125546653e+01,3.850174044899e+00,-2.700669513267e+00,-5.865024235996e-01,4.491607837619e-02,-1.603261884525e-02
"                 489",-2.449655412776e+01,3.802062007817e+00,-2.671669196178e+00,-2.508314777974e+01,3.846966264607e+00,-2.687606925060e+00,-5.865936519741e-01,4.490425679040e-02,-1.593772888204e-02
"                 490",-2.450204679499e+01,3.800293696247e+00,-2.662460495180e+00,-2.508872660937e+01,3.845189658123e+00,-2.678308053016e+00,-5.866798143798e-01,4.489596187567e-02,-1.584755783559e-02
"                 491",-2.450371802094e+01,3.798047366241e+00,-2.648904152616e+00,-2.509046571203e+01,3.842924174771e+00,-2.664675216950e+00,-5.867476910807e-01,4.487680852955e-02,-1.577106433392e-02
"                 492",-2.450967637811e+01,3.797750573027e+00,-2.637322805171e+00,-2.509647352071e+01,3.842603040526e+00,-2.653040377851e+00,-5.867971426020e-01,4.485246749813e-02,-1.571757268013e-02
"                 493",-2.451287046857e+01,3.795637109166e+00,-2.624487019624e+00,-2.509969416207e+01,3.840443326608e+00,-2.640186425266e+00,-5.868236934964e-01,4.480621744255e-02,-1.569940564239e-02
"                 494",-2.452042557108e+01,3.792660224491e+00,-2.620209458986e+00,-2.510727607006e+01,3.837424120079e+00,-2.635898662552e+00,-5.868504989791e-01,4.476389558730e-02,-1.568920356519e-02
"                 495",-2.452402129758e+01,3.786285196646e+00,-2.617780868506e+00,-2.511090884909e+01,3.831005865422e+00,-2.633454443158e+00,-5.868875515073e-01,4.472066877543e-02,-1.567357465265e-02
"                 496",-2.453148021935e+01,3.780425138514e+00,-2.619724206113e+00,-2.511842012190e+01,3.825120042917e+00,-2.635360108683e+00,-5.869399025524e-01,4.469490440245e-02,-1.563590256999e-02
"                 497",-2.453549029751e+01,3.773452993828e+00,-2.618631316556e+00,-2.512249146014e+01,3.818119834346e+00,-2.634221453655e+00,-5.870011626297e-01,4.466684051766e-02,-1.559013709918e-02
"                 498",-2.454345603889e+01,3.768680423353e+00,-2.619368168154e+00,-2.513052919790e+01,3.813326238954e+00,-2.634906480155e+00,-5.870731590155e-01,4.464581560107e-02,-1.553831200083e-02
"                 499",-2.454684563814e+01,3.763371428558e+00,-2.616384669538e+00,-2.513399424812e+01,3.807990885593e+00,-2.631866262294e+00,-5.871486099724e-01,4.461945703537e-02,-1.548159275676e-02
"                 500",-2.455273235228e+01,3.759901959677e+00,-2.616589217438e+00,-2.513996981192e+01,3.804509559321e+00,-2.631993945832e+00,-5.872374596419e-01,4.460759964448e-02,-1.540472839444e-02
"                 501",-2.455367671666e+01,3.755521932844e+00,-2.613886549375e+00,-2.514101475079e+01,3.800117714043e+00,-2.629204599046e+00,-5.873380341242e-01,4.459578119948e-02,-1.531804967164e-02
"                 502",-2.455806877290e+01,3.752449634513e+00,-2.614611931813e+00,-2.514550943734e+01,3.797034248460e+00,-2.629851453819e+00,-5.874406644399e-01,4.458461394718e-02,-1.523952200600e-02
"                 503",-2.455911812988e+01,3.748216167557e+00,-2.611579622353e+00,-2.514666193455e+01,3.792773102571e+00,-2.626760120643e+00,-5.875438046730e-01,4.455693501412e-02,-1.518049828996e-02
"                 504",-2.456543027419e+01,3.746107663767e+00,-2.610397278426e+00,-2.515309287280e+01,3.790641553283e+00,-2.625521098937e+00,-5.876625986131e-01,4.453388951585e-02,-1.512382051068e-02
"                 505",-2.456935124319e+01,3.743449123850e+00,-2.605836556393e+00,-2.515714006295e+01,3.787949195444e+00,-2.620915305403e+00,-5.877888197591e-01,4.450007159414e-02,-1.507874900969e-02
"                 506",-2.457812058018e+01,3.742390179361e+00,-2.606126391537e+00,-2.516603454693e+01,3.786858744060e+00,-2.621167771749e+00,-5.879139667511e-01,4.446856469856e-02,-1.504138021122e-02
"                 507",-2.458261742079e+01,3.739738509504e+00,-2.605142832485e+00,-2.517063877120e+01,3.784161287246e+00,-2.620166339651e+00,-5.880213504114e-01,4.442277774150e-02,-1.502350716668e-02
"                 508",-2.459036762885e+01,3.738239327479e+00,-2.608221845404e+00,-2.517846603954e+01,3.782609717438e+00,-2.623255219931e+00,-5.880984106844e-01,4.437038995915e-02,-1.503337452683e-02
"                 509",-2.459409152941e+01,3.735515336572e+00,-2.608166065113e+00,-2.518223512686e+01,3.779824461447e+00,-2.623221862192e+00,-5.881435974523e-01,4.430912487509e-02,-1.505579707899e-02
"                 510",-2.460202900465e+01,3.733791937969e+00,-2.613571160354e+00,-2.519020907943e+01,3.778059928251e+00,-2.628625657505e+00,-5.881800747843e-01,4.426799028263e-02,-1.505449715111e-02
"                 511",-2.460671298241e+01,3.730532135752e+00,-2.617157314554e+00,-2.519494268805e+01,3.774765165069e+00,-2.632194347856e+00,-5.882297056419e-01,4.423302931708e-02,-1.503703330258e-02
"                 512",-2.461553134619e+01,3.728252462547e+00,-2.624917286871e+00,-2.520383156610e+01,3.772461627141e+00,-2.639927250596e+00,-5.883002199142e-01,4.420916459384e-02,-1.500996372464e-02
"                 513",-2.462068197208e+01,3.723438670192e+00,-2.630460313085e+00,-2.520906984272e+01,3.767615182378e+00,-2.645451616701e+00,-5.883878706325e-01,4.417651218616e-02,-1.499130361560e-02
"                 514",-2.462843779950e+01,3.718299097556e+00,-2.641924428344e+00,-2.521692768619e+01,3.762444000346e+00,-2.656900646054e+00,-5.884898866913e-01,4.414490279066e-02,-1.497621770968e-02
"                 515",-2.463073940029e+01,3.711074265001e+00,-2.650916108732e+00,-2.521934205363e+01,3.755183631019e+00,-2.665875904261e+00,-5.886026533428e-01,4.410936601730e-02,-1.495979552985e-02
"                 516",-2.463587585232e+01,3.705938443638e+00,-2.662074279782e+00,-2.522460935130e+01,3.750031079525e+00,-2.676986622139e+00,-5.887334989836e-01,4.409263588701e-02,-1.491234235753e-02
"                 517",-2.463692612078e+01,3.700831205795e+00,-2.668121512243e+00,-2.522580058741e+01,3.744901018580e+00,-2.682983000263e+00,-5.888744666309e-01,4.406981278586e-02,-1.486148802024e-02
"                 518",-2.464195220970e+01,3.697811381539e+00,-2.676082650906e+00,-2.523097353895e+01,3.741852486135e+00,-2.690906103227e+00,-5.890213292536e-01,4.404110459652e-02,-1.482345232117e-02
"                 519",-2.464348564206e+01,3.694202546194e+00,-2.678854243894e+00,-2.523267018965e+01,3.738206907082e+00,-2.693648702835e+00,-5.891845475910e-01,4.400436088839e-02,-1.479445894141e-02
"                 520",-2.464966551370e+01,3.692906418633e+00,-2.682081711365e+00,-2.523902605656e+01,3.736884600450e+00,-2.696837793730e+00,-5.893605428662e-01,4.397818181703e-02,-1.475608236451e-02
"                 521",-2.465255349183e+01,3.690594711009e+00,-2.682308992834e+00,-2.524208194289e+01,3.734541313350e+00,-2.697029525695e+00,-5.895284510572e-01,4.394660234093e-02,-1.472053286068e-02
"                 522",-2.465967582705e+01,3.689304880050e+00,-2.687930318586e+00,-2.524935292033e+01,3.733228110729e+00,-2.702609238908e+00,-5.896770932819e-01,4.392323067924e-02,-1.467892032215e-02
"                 523",-2.466264463227e+01,3.686566036569e+00,-2.692071118786e+00,-2.525243656015e+01,3.730460015648e+00,-2.706719060934e+00,-5.897919278798e-01,4.389397907886e-02,-1.464794214778e-02
"                 524",-2.466898211348e+01,3.685045725445e+00,-2.700048463280e+00,-2.525885372983e+01,3.728911315566e+00,-2.714681141165e+00,-5.898716163489e-01,4.386559012075e-02,-1.463267788484e-02
"                 525",-2.467022406516e+01,3.681867738051e+00,-2.705646263435e+00,-2.526016138255e+01,3.725697235336e+00,-2.720272688869e+00,-5.899373173893e-01,4.382949728463e-02,-1.462642543394e-02
"                 526",-2.467415138218e+01,3.679870310126e+00,-2.715032145638e+00,-2.526416356998e+01,3.723680024830e+00,-2.729630497717e+00,-5.900121878021e-01,4.380971470416e-02,-1.459835207925e-02
"                 527",-2.467311108871e+01,3.677125800486e+00,-2.720642782355e+00,-2.526320868588e+01,3.720919116457e+00,-2.735199913125e+00,-5.900975971665e-01,4.379331597055e-02,-1.455713077023e-02
"                 528",-2.467628360962e+01,3.676513272251e+00,-2.727850892089e+00,-2.526646904594e+01,3.720295199207e+00,-2.742369430958e+00,-5.901854363225e-01,4.378192695589e-02,-1.451853886858e-02
"                 529",-2.467540395810e+01,3.673805665444e+00,-2.734204450219e+00,-2.526567381665e+01,3.717561803208e+00,-2.748700047831e+00,-5.902698585477e-01,4.375613776390e-02,-1.449559761275e-02
"                 530",-2.467807169328e+01,3.670393840995e+00,-2.747846208469e+00,-2.526842791045e+01,3.714129924775e+00,-2.762313053120e+00,-5.903562171650e-01,4.373608377984e-02,-1.446684465041e-02
"                 531",-2.467556108118e+01,3.664237642069e+00,-2.760972630592e+00,-2.526601806591e+01,3.707949835138e+00,-2.775409901681e+00,-5.904569847257e-01,4.371219306885e-02,-1.443727108904e-02
"                 532",-2.467691464881e+01,3.659579163499e+00,-2.775372666935e+00,-2.526749208476e+01,3.703275888512e+00,-2.789772068974e+00,-5.905774359451e-01,4.369672501208e-02,-1.439940203887e-02
"                 533",-2.467344014970e+01,3.653983454114e+00,-2.784600165632e+00,-2.526414712665e+01,3.697651398981e+00,-2.798980928624e+00,-5.907069769478e-01,4.366794486773e-02,-1.438076299180e-02
"                 534",-2.467397052978e+01,3.649980167404e+00,-2.795763722354e+00,-2.526480822951e+01,3.693617218782e+00,-2.810138200455e+00,-5.908376997352e-01,4.363705137833e-02,-1.437447810156e-02
"                 535",-2.467051043678e+01,3.645125057390e+00,-2.802411458863e+00,-2.526148667009e+01,3.688731186818e+00,-2.816774250744e+00,-5.909762333149e-01,4.360612942738e-02,-1.436279188169e-02
"                 536",-2.467348735890e+01,3.642526545217e+00,-2.809940144200e+00,-2.526459484177e+01,3.686122240210e+00,-2.824260997839e+00,-5.911074828723e-01,4.359569499300e-02,-1.432085363907e-02
"                 537",-2.467422986754e+01,3.639100082578e+00,-2.813191871944e+00,-2.526544668005e+01,3.682691851741e+00,-2.827453455345e+00,-5.912168125173e-01,4.359176916269e-02,-1.426158340161e-02
"                 538",-2.468057357001e+01,3.637468534421e+00,-2.818242224350e+00,-2.527187545120e+01,3.681065881710e+00,-2.832438565090e+00,-5.913018811924e-01,4.359734728879e-02,-1.419634073980e-02
"                 539",-2.468252191391e+01,3.634785001550e+00,-2.819553514009e+00,-2.527388281816e+01,3.678377799689e+00,-2.833702785717e+00,-5.913609042475e-01,4.359279813974e-02,-1.414927170802e-02
"                 540",-2.468819965750e+01,3.633484621583e+00,-2.823371348311e+00,-2.527959149707e+01,3.677079233051e+00,-2.837473679851e+00,-5.913918395758e-01,4.359461146831e-02,-1.410233154011e-02
"                 541",-2.468826614678e+01,3.629683562972e+00,-2.826207014383e+00,-2.527966923807e+01,3.673280672088e+00,-2.840260710351e+00,-5.914030912885e-01,4.359710911545e-02,-1.405369596833e-02
"                 542",-2.469143018762e+01,3.625344897273e+00,-2.834918896355e+00,-2.528283638264e+01,3.668958386819e+00,-2.848909085575e+00,-5.914061950194e-01,4.361348954682e-02,-1.399018921976e-02
"                 543",-2.468980637288e+01,3.619087126883e+00,-2.840428269841e+00,-2.528120734178e+01,3.662715475719e+00,-2.854352419349e+00,-5.914009689057e-01,4.362834883543e-02,-1.392414950858e-02
"                 544",-2.469238237821e+01,3.614718848940e+00,-2.846408876030e+00,-2.528377178902e+01,3.658359695633e+00,-2.860275847989e+00,-5.913894108056e-01,4.364084669349e-02,-1.386697195890e-02
"                 545",-2.468992754003e+01,3.609308411263e+00,-2.848632410829e+00,-2.528130703282e+01,3.652944251948e+00,-2.862466213450e+00,-5.913794927892e-01,4.363584068570e-02,-1.383380262083e-02
"                 546",-2.469076383895e+01,3.604614802248e+00,-2.856119854774e+00,-2.528214540901e+01,3.648248579356e+00,-2.869919158471e+00,-5.913815700573e-01,4.363377710762e-02,-1.379930369701e-02
"                 547",-2.468707101217e+01,3.598372613487e+00,-2.862239381331e+00,-2.527846422213e+01,3.642001055213e+00,-2.876005373737e+00,-5.913932099680e-01,4.362844172603e-02,-1.376599240626e-02
"                 548",-2.468774884190e+01,3.592797376952e+00,-2.872327094558e+00,-2.527915194186e+01,3.636418628519e+00,-2.886072008662e+00,-5.914030999624e-01,4.362125156643e-02,-1.374491410467e-02
"                 549",-2.468410129437e+01,3.584537839287e+00,-2.881748463813e+00,-2.527550397149e+01,3.628135644199e+00,-2.895502192111e+00,-5.914026771147e-01,4.359780491199e-02,-1.375372829783e-02
"                 550",-2.468449474261e+01,3.577073262547e+00,-2.894572027240e+00,-2.527589204305e+01,3.620657483887e+00,-2.908327975300e+00,-5.913973004444e-01,4.358422133978e-02,-1.375594806026e-02
"                 551",-2.468182790400e+01,3.570436500025e+00,-2.900685603707e+00,-2.527322582319e+01,3.614016238157e+00,-2.914430984084e+00,-5.913979191811e-01,4.357973813226e-02,-1.374538037657e-02
"                 552",-2.468525378446e+01,3.567939909943e+00,-2.904437592443e+00,-2.527665024660e+01,3.611536227614e+00,-2.918148700397e+00,-5.913964621426e-01,4.359631767044e-02,-1.371110795423e-02
"                 553",-2.468613197956e+01,3.566010523506e+00,-2.902766619698e+00,-2.527751836937e+01,3.609631226017e+00,-2.916432609723e+00,-5.913863898125e-01,4.362070251104e-02,-1.366599002509e-02
"                 554",-2.469122134634e+01,3.565770918595e+00,-2.903712510796e+00,-2.528257687016e+01,3.609424673852e+00,-2.917327730461e+00,-5.913555238172e-01,4.365375525733e-02,-1.361521966554e-02
"                 555",-2.469086241214e+01,3.564360188291e+00,-2.901104583735e+00,-2.528216808839e+01,3.608040711996e+00,-2.914677925925e+00,-5.913056762548e-01,4.368052370483e-02,-1.357334219050e-02
"                 556",-2.469345728158e+01,3.564176188211e+00,-2.901049270403e+00,-2.528469668767e+01,3.607895261080e+00,-2.914562731067e+00,-5.912394060818e-01,4.371907286924e-02,-1.351346066408e-02
"                 557",-2.469054891892e+01,3.561914557077e+00,-2.899423206037e+00,-2.528172239418e+01,3.605679786772e+00,-2.912855421009e+00,-5.911734752574e-01,4.376522969483e-02,-1.343221497202e-02
"                 558",-2.469162724398e+01,3.560673988148e+00,-2.902142562803e+00,-2.528274165863e+01,3.604491847677e+00,-2.915485656224e+00,-5.911144146513e-01,4.381785952884e-02,-1.334309342021e-02
"                 559",-2.468766120942e+01,3.557596931511e+00,-2.903863548721e+00,-2.527872578638e+01,3.601449860673e+00,-2.917145073604e+00,-5.910645769560e-01,4.385292916201e-02,-1.328152488301e-02
"                 560",-2.468640121777e+01,3.555205966763e+00,-2.910400973463e+00,-2.527741772294e+01,3.599080904525e+00,-2.923651914464e+00,-5.910165051726e-01,4.387493776231e-02,-1.325094100089e-02
"                 561",-2.467820798619e+01,3.550374501239e+00,-2.916175973548e+00,-2.526917808983e+01,3.594260006993e+00,-2.929416321543e+00,-5.909701036321e-01,4.388550575446e-02,-1.324034799588e-02
"                 562",-2.467319092339e+01,3.546715861424e+00,-2.925510831930e+00,-2.526411593104e+01,3.590617610499e+00,-2.938735485457e+00,-5.909250076556e-01,4.390174907481e-02,-1.322465352751e-02
"                 563",-2.466434646368e+01,3.542242091475e+00,-2.930904954427e+00,-2.525521528494e+01,3.586159527579e+00,-2.944109528496e+00,-5.908688212549e-01,4.391743610352e-02,-1.320457406916e-02
"                 564",-2.466130005870e+01,3.539341431224e+00,-2.939777368297e+00,-2.525209139783e+01,3.583273186606e+00,-2.952969647549e+00,-5.907913391321e-01,4.393175538191e-02,-1.319227925175e-02
"                 565",-2.465440252924e+01,3.534152967861e+00,-2.948231768922e+00,-2.524510948260e+01,3.578081876056e+00,-2.961441011903e+00,-5.907069533578e-01,4.392890819576e-02,-1.320924298015e-02
"                 566",-2.465231980215e+01,3.530195743400e+00,-2.961846900202e+00,-2.524294542339e+01,3.574131847640e+00,-2.975060821791e+00,-5.906256212335e-01,4.393610424021e-02,-1.321392158857e-02
"                 567",-2.464664207054e+01,3.526477939607e+00,-2.970260554497e+00,-2.523718892213e+01,3.570428552763e+00,-2.983463334022e+00,-5.905468515860e-01,4.395061315553e-02,-1.320277952464e-02
"                 568",-2.464649267210e+01,3.526568395125e+00,-2.977977038121e+00,-2.523695316702e+01,3.570552825502e+00,-2.991141745691e+00,-5.904604949233e-01,4.398443037707e-02,-1.316470756965e-02
"                 569",-2.464316846096e+01,3.527333284020e+00,-2.979337198344e+00,-2.523352618833e+01,3.571356129868e+00,-2.992454366276e+00,-5.903577273654e-01,4.402284584744e-02,-1.311716793219e-02
"                 570",-2.464486962017e+01,3.530405161197e+00,-2.983079704545e+00,-2.523510135114e+01,3.574472916017e+00,-2.996146231555e+00,-5.902317309680e-01,4.406775481958e-02,-1.306652701035e-02
"                 571",-2.464264755567e+01,3.532765301695e+00,-2.982897081206e+00,-2.523274702691e+01,3.576875261784e+00,-2.995914971265e+00,-5.900994712405e-01,4.410996008913e-02,-1.301789005971e-02
"                 572",-2.464425973596e+01,3.536229218232e+00,-2.985415437993e+00,-2.523423647523e+01,3.580390287972e+00,-2.998375749232e+00,-5.899767392712e-01,4.416106973977e-02,-1.296031123855e-02
"                 573",-2.464133498304e+01,3.537870168515e+00,-2.984590102212e+00,-2.523121179094e+01,3.582081619400e+00,-2.997486903436e+00,-5.898768079003e-01,4.421145088505e-02,-1.289680122435e-02
"                 574",-2.464240141621e+01,3.540558583016e+00,-2.986897084699e+00,-2.523219483751e+01,3.584823380113e+00,-2.999724760792e+00,-5.897934213018e-01,4.426479709717e-02,-1.282767609230e-02
"                 575",-2.463895501140e+01,3.541362798294e+00,-2.987224832318e+00,-2.522867089298e+01,3.585660470150e+00,-3.000008323495e+00,-5.897158815838e-01,4.429767185640e-02,-1.278349117750e-02
"                 576",-2.463827923027e+01,3.541817841065e+00,-2.993923617983e+00,-2.522790810531e+01,3.586133549738e+00,-3.006690326468e+00,-5.896288750485e-01,4.431570867370e-02,-1.276670848479e-02
"                 577",-2.463174310869e+01,3.538402293668e+00,-3.002283703649e+00,-2.522127546446e+01,3.582723019701e+00,-3.015048712428e+00,-5.895323557752e-01,4.432072603370e-02,-1.276500877843e-02
"                 578",-2.462860999136e+01,3.535172204242e+00,-3.015894636780e+00,-2.521804321843e+01,3.579506775636e+00,-3.028648768754e+00,-5.894332270708e-01,4.433457139444e-02,-1.275413197346e-02
"                 579",-2.462217653722e+01,3.531735081913e+00,-3.024479776954e+00,-2.521150823164e+01,3.576082933752e+00,-3.037220689472e+00,-5.893316944206e-01,4.434785183818e-02,-1.274091251834e-02
"                 580",-2.462100040556e+01,3.530862229114e+00,-3.033924368115e+00,-2.521021616467e+01,3.575223780948e+00,-3.046661075143e+00,-5.892157591143e-01,4.436155183304e-02,-1.273670702842e-02
"                 581",-2.461605410567e+01,3.528744386710e+00,-3.040607025206e+00,-2.520513753569e+01,3.573107224178e+00,-3.053363254069e+00,-5.890834300103e-01,4.436283746848e-02,-1.275622886274e-02
"                 582",-2.461577368918e+01,3.528338949456e+00,-3.050165100561e+00,-2.520471453246e+01,3.572713728408e+00,-3.062933545600e+00,-5.889408432803e-01,4.437477895148e-02,-1.276844503874e-02
"                 583",-2.461236291293e+01,3.526887376895e+00,-3.057146868759e+00,-2.520114927296e+01,3.571280014322e+00,-3.069917021222e+00,-5.887863600338e-01,4.439263742797e-02,-1.277015246331e-02
"                 584",-2.461450944182e+01,3.527612054889e+00,-3.065257519689e+00,-2.520312593098e+01,3.572040544567e+00,-3.078002353298e+00,-5.886164891596e-01,4.442848967858e-02,-1.274483360874e-02
"                 585",-2.461316996390e+01,3.527680056153e+00,-3.068855604464e+00,-2.520161296418e+01,3.572143721036e+00,-3.081571091944e+00,-5.884430002715e-01,4.446366488248e-02,-1.271548747939e-02
"                 586",-2.461678267612e+01,3.530556108595e+00,-3.072706201477e+00,-2.520505599773e+01,3.575054910879e+00,-3.085395324596e+00,-5.882733216130e-01,4.449880228442e-02,-1.268912311908e-02
"                 587",-2.461605238539e+01,3.533255101228e+00,-3.071123086638e+00,-2.520416551328e+01,3.577775776741e+00,-3.083800420121e+00,-5.881131278833e-01,4.452067551344e-02,-1.267733348312e-02
"                 588",-2.461942743832e+01,3.537667685346e+00,-3.071549333831e+00,-2.520739423517e+01,3.582215025947e+00,-3.084207496808e+00,-5.879667968503e-01,4.454734060054e-02,-1.265816297764e-02
"                 589",-2.461783374167e+01,3.540060545535e+00,-3.071011446313e+00,-2.520567609886e+01,3.584631631877e+00,-3.083647081820e+00,-5.878423571924e-01,4.457108634214e-02,-1.263563550608e-02
"                 590",-2.462049546301e+01,3.543654000008e+00,-3.074415127909e+00,-2.520822592484e+01,3.588258693002e+00,-3.087012179430e+00,-5.877304618293e-01,4.460469299422e-02,-1.259705152099e-02
"                 591",-2.461874778959e+01,3.545565836705e+00,-3.074890355711e+00,-2.520636883429e+01,3.590194195095e+00,-3.087458551012e+00,-5.876210446924e-01,4.462835839075e-02,-1.256819530162e-02
"                 592",-2.462075142546e+01,3.547622353601e+00,-3.078882557882e+00,-2.520825914711e+01,3.592266026703e+00,-3.091440850222e+00,-5.875077216478e-01,4.464367310235e-02,-1.255829233952e-02
"                 593",-2.461742874866e+01,3.546300665294e+00,-3.082697061076e+00,-2.520481453132e+01,3.590943557617e+00,-3.095267079991e+00,-5.873857826651e-01,4.464289232305e-02,-1.257001891483e-02
"                 594",-2.461756778429e+01,3.544592240872e+00,-3.093096807263e+00,-2.520482043854e+01,3.589240666291e+00,-3.105672422548e+00,-5.872526542470e-01,4.464842541901e-02,-1.257561528540e-02
"                 595",-2.461407246272e+01,3.541572614052e+00,-3.100607112083e+00,-2.520117979971e+01,3.586233280575e+00,-3.113171936218e+00,-5.871073369900e-01,4.466066652331e-02,-1.256482413583e-02
"                 596",-2.461532782796e+01,3.540200981365e+00,-3.110175181255e+00,-2.520226569277e+01,3.584882128440e+00,-3.122720333944e+00,-5.869378648129e-01,4.468114707490e-02,-1.254515268913e-02
"                 597",-2.461254758407e+01,3.538050069229e+00,-3.114819502330e+00,-2.519928637052e+01,3.582744144170e+00,-3.127352360874e+00,-5.867387864524e-01,4.469407494043e-02,-1.253285854427e-02
"                 598",-2.461473926856e+01,3.538297219148e+00,-3.119871040581e+00,-2.520126102434e+01,3.583015607652e+00,-3.132375936776e+00,-5.865217557794e-01,4.471838850380e-02,-1.250489619572e-02
"                 599",-2.461460563314e+01,3.538711871499e+00,-3.119346674821e+00,-2.520090733968e+01,3.583452975229e+00,-3.131823024872e+00,-5.863017065368e-01,4.474110372976e-02,-1.247635005157e-02
"                 600",-2.462031700835e+01,3.540842325243e+00,-3.120352311300e+00,-2.520639612631e+01,3.585612308411e+00,-3.132794929031e+00,-5.860791179597e-01,4.476998316777e-02,-1.244261773178e-02
"                 601",-2.462272232771e+01,3.541053717235e+00,-3.119671100841e+00,-2.520858074882e+01,3.585847421171e+00,-3.132083683272e+00,-5.858584211062e-01,4.479370393603e-02,-1.241258243073e-02
"                 602",-2.462950067642e+01,3.542206400252e+00,-3.121574123175e+00,-2.521513783676e+01,3.587021798905e+00,-3.133963578290e+00,-5.856371603399e-01,4.481539865275e-02,-1.238945511551e-02
"                 603",-2.463178174343e+01,3.543053196981e+00,-3.118666505542e+00,-2.521719093310e+01,3.587867485127e+00,-3.131063577852e+00,-5.854091896747e-01,4.481428814539e-02,-1.239707231023e-02
"                 604",-2.463763313793e+01,3.545885849686e+00,-3.116580768180e+00,-2.522281079599e+01,3.590701558819e+00,-3.128977803994e+00,-5.851776580610e-01,4.481570913255e-02,-1.239703581370e-02
"                 605",-2.463883156440e+01,3.547350923731e+00,-3.112194872604e+00,-2.522379216133e+01,3.592168380401e+00,-3.124579491264e+00,-5.849605969295e-01,4.481745667012e-02,-1.238461866031e-02
"                 606",-2.464390615906e+01,3.549303504018e+00,-3.111883195335e+00,-2.522867723977e+01,3.594136115119e+00,-3.124233093117e+00,-5.847710807073e-01,4.483261110097e-02,-1.234989778168e-02
"                 607",-2.464528340895e+01,3.549824197908e+00,-3.109305874559e+00,-2.522988465852e+01,3.594669013249e+00,-3.121618917144e+00,-5.846012495718e-01,4.484481534050e-02,-1.231304258539e-02
"                 608",-2.465033345459e+01,3.551336103573e+00,-3.109012376483e+00,-2.523476751822e+01,3.596195519519e+00,-3.121288750699e+00,-5.844340636244e-01,4.485941594517e-02,-1.227637421592e-02
"                 609",-2.464980015442e+01,3.550397962051e+00,-3.108241172913e+00,-2.523405891312e+01,3.595259619981e+00,-3.120498351702e+00,-5.842587586998e-01,4.486165793053e-02,-1.225717878977e-02
"                 610",-2.465243453540e+01,3.549715982590e+00,-3.112131775419e+00,-2.523649551985e+01,3.594587261749e+00,-3.124363960903e+00,-5.840609844466e-01,4.487127915913e-02,-1.223218548315e-02
"                 611",-2.465057048500e+01,3.547380114067e+00,-3.113663635727e+00,-2.523441343961e+01,3.592269925292e+00,-3.125852614904e+00,-5.838429546082e-01,4.488981122433e-02,-1.218897917779e-02
"                 612",-2.465299710746e+01,3.546015765856e+00,-3.117552077581e+00,-2.523661013988e+01,3.590936404664e+00,-3.129678929278e+00,-5.836130324247e-01,4.492063880792e-02,-1.212685169678e-02
"                 613",-2.465059449356e+01,3.542836249793e+00,-3.118525956691e+00,-2.523396578080e+01,3.587772678424e+00,-3.130610647980e+00,-5.833712872389e-01,4.493642863080e-02,-1.208469128896e-02
"                 614",-2.465185776457e+01,3.541130362875e+00,-3.119804668476e+00,-2.523497591782e+01,3.586077932621e+00,-3.131855674857e+00,-5.831181532497e-01,4.494756974608e-02,-1.205100638066e-02
"                 615",-2.464946455239e+01,3.539668777404e+00,-3.113941853388e+00,-2.523233915740e+01,3.584620786058e+00,-3.125961009491e+00,-5.828746050131e-01,4.495200865344e-02,-1.201915610375e-02
"                 616",-2.465309769432e+01,3.540885541178e+00,-3.106497787177e+00,-2.523572592465e+01,3.585843315528e+00,-3.118481376022e+00,-5.826282303309e-01,4.495777435001e-02,-1.198358884453e-02
"                 617",-2.465420517716e+01,3.540865387685e+00,-3.096162780166e+00,-2.523658433011e+01,3.585819658421e+00,-3.108114176745e+00,-5.823791529479e-01,4.495427073656e-02,-1.195139657859e-02
"                 618",-2.466084239056e+01,3.541203211677e+00,-3.090824931072e+00,-2.524296777918e+01,3.586155744803e+00,-3.102736918930e+00,-5.821253886201e-01,4.495253312578e-02,-1.191198785799e-02
"                 619",-2.466376789194e+01,3.539632087323e+00,-3.083808548849e+00,-2.524564739653e+01,3.584559438213e+00,-3.095712059583e+00,-5.818795045829e-01,4.492735089048e-02,-1.190351073424e-02
"                 620",-2.467064171636e+01,3.538471348664e+00,-3.080021490123e+00,-2.525227968125e+01,3.583363682621e+00,-3.091934369129e+00,-5.816379648902e-01,4.489233395647e-02,-1.191287900588e-02
"                 621",-2.467225958304e+01,3.535297807875e+00,-3.073800282631e+00,-2.525368391695e+01,3.580151010108e+00,-3.085718995517e+00,-5.814243339111e-01,4.485320223278e-02,-1.191871288578e-02
"                 622",-2.467718293527e+01,3.532695558800e+00,-3.071456880352e+00,-2.525841707275e+01,3.577526958974e+00,-3.083351108603e+00,-5.812341374778e-01,4.483140017332e-02,-1.189422825063e-02
