Time (s),Ux,Uy,Uz,p
1,0.36650934156264786,0.0,0.294204908909924,0.0
2,0.3200871311255213,0.22238773359184966,0.26559513211841085,0.0
3,0.20500072151967025,0.7542271420478045,0.16863643325153158,0.0
4,0.0729420794674203,1.0,0.06039173745971184,0.0
5,0.0,0.8310621424952952,0.0,0.0
6,0.0015911314788781942,0.5289454459834856,0.0005978386238028702,0.0
7,0.06463939493368083,0.4441101611192397,0.04129464019348699,0.0
8,0.1497145298299641,0.5901257371558848,0.0735088893321844,0.0
9,0.2302895452428899,0.7484924185277282,0.08903988559381004,0.0
10,0.30226397107850894,0.7426940110298018,0.09386466966914235,0.0
11,0.3703065277118466,0.6201062995503305,0.1083653243502222,0.0
12,0.4104112681344609,0.5376294402885229,0.13022789230450946,0.0
13,0.409304322228567,0.5735188179762786,0.1567134916465563,0.0
14,0.37378535011217245,0.6626383589674618,0.17818282819092562,0.0
15,0.3209906954623445,0.7066878899076268,0.19583159106546286,0.0
16,0.26869806622079956,0.6798216400497691,0.2141387471569678,0.0
17,0.22627929752248,0.6289660459263064,0.23408345478708636,0.0
18,0.1926955050057524,0.6092071537151431,0.24633101507975638,0.0
19,0.1669238439410539,0.6274975750110242,0.24300279511507764,0.0
20,0.14608051420003676,0.6538221277199104,0.2262475940316757,0.0
21,0.1345108573237075,0.6602046371578305,0.20526368822532354,0.0
22,0.13651498995879832,0.6477930671518026,0.18957963110670015,0.0
23,0.15748987984953236,0.6347134697351673,0.1874247184150454,0.0
24,0.20070636437423964,0.6336062171445022,0.19963646538133303,0.0
25,0.2633372465592658,0.6407753135886053,0.2229679294513111,0.0
26,0.3429062071353855,0.6463561887022294,0.25500243926192845,0.0
27,0.4318636077081354,0.6453703468290367,0.2925462148529755,0.0
28,0.520752087229722,0.6412709223035729,0.3319313729202246,0.0
29,0.6029899550621706,0.639408117688635,0.374298564058167,0.0
30,0.6745906366921599,0.641259013951956,0.4237593510337891,0.0
31,0.7369102223397985,0.6438541556305533,0.4866224958795418,0.0
32,0.7933003959848502,0.6439624197229943,0.5665200613648369,0.0
33,0.8463361118614319,0.6417884526873125,0.6593982300365905,0.0
34,0.8954449456293097,0.6398989677964511,0.7571180382960507,0.0
35,0.9379099638706199,0.6401872418522173,0.8485305858421438,0.0
36,0.9702069736352527,0.6421602709104424,0.9239148056823786,0.0
37,0.9907083045744957,0.6438603480854695,0.9757113618277747,0.0
38,1.0,0.6438619190885007,1.0,0.0
39,0.9995506270532404,0.6424736991332599,0.9952524117515943,0.0
40,0.9928292784377332,0.6411037264779134,0.9646278157867585,0.0
41,0.9829404526173358,0.6407576168203604,0.9143342295944306,0.0
42,0.9725391268796049,0.6412879698022717,0.8507265827915425,0.0
43,0.963943383518049,0.6421053785133995,0.7815948666330563,0.0
44,0.9578219785565242,0.642758010193946,0.7138342622345142,0.0
45,0.9538768786388081,0.6430487060249355,0.6529048771716068,0.0
46,0.9509239995476219,0.6429347232430499,0.6020754125217568,0.0
47,0.9479471923216639,0.6424752753789708,0.563188377634011,0.0
48,0.9451130071907867,0.6418209841000481,0.536523205604967,0.0
49,0.9430890146188228,0.6412922501783036,0.5213062827353406,0.0
50,0.9417911122518189,0.6412112702983787,0.5147294381233863,0.0
51,0.9399335709490672,0.6416715101179088,0.5131660932755556,0.0
52,0.9364138667816695,0.6424465689878801,0.5134738385854297,0.0
53,0.9304404873261016,0.6429593947407586,0.5135968639192604,0.0
54,0.9221694694122364,0.6427644131467952,0.5129691314137715,0.0
55,0.9125810013362308,0.6419967097976109,0.5123935205259551,0.0
