Time (s),Ux,Uy,Uz,p
1,0.5731579199207106,0.0,0.22790133083578873,0.41398693690938954
2,0.447195313879358,0.20981982128426221,0.2209951598023746,1.0
3,0.17143233879972972,0.7500186709697843,0.3687734820229458,0.8501939170729642
4,0.3802670670156526,1.0,0.49391652067209435,0.2836854261283903
5,0.8584982711505385,0.828521856508435,0.48860524578944703,0.0
6,1.0,0.5354518265452477,0.4536780570480555,0.19346727548461629
7,0.6483022343262788,0.43958228736141286,0.41047554916663614,0.5301370081281063
8,0.22915869958353535,0.5702109026248334,0.48125411274386987,0.6374467531346301
9,0.2039944124397835,0.7311527717496451,0.566436607432632,0.47589756791723636
10,0.46341413563679373,0.7591347595620302,0.6610907187240875,0.28823399455920506
11,0.5983375551466147,0.6712407607239218,0.6918574142686594,0.2646926009002818
12,0.4124847036562151,0.5879396203610638,0.5910411620611592,0.37944600516582083
13,0.1094079801357361,0.5865542929328125,0.5010687507481035,0.47960338521248286
14,0.0,0.6413923537101773,0.5508034531254261,0.47228348604107717
15,0.15252474360633683,0.68257697852125,0.7266347360741449,0.3976024623106336
16,0.3643341835306528,0.6754122677189239,0.9214468068757441,0.3486941048225591
17,0.41376848214748113,0.642662645055855,0.9926001134524209,0.3653401969253673
18,0.30676546366504176,0.6235603692163489,0.9384680551239472,0.4113785709809085
19,0.20343400747549706,0.6315057734393945,0.8702710138591987,0.43390701906171725
20,0.2268300749007902,0.6501919661456217,0.8821665367759024,0.41829280268796
21,0.3448479697686507,0.6584881065865529,0.9632159284561166,0.3913472751427198
22,0.4463896992866656,0.6520657335938217,1.0,0.3820431396958099
23,0.4534332144756629,0.6417673721455766,0.9194588332565803,0.39390687460845647
24,0.40043503478659664,0.6385626838213577,0.7428677089052866,0.409044966905654
25,0.3676891155204456,0.6431047926395234,0.5479119585679767,0.4121422948754914
26,0.3991706123371337,0.6485795697250561,0.4078032380142314,0.40404466382131926
27,0.4666735197901233,0.6495737893201351,0.3337330747350272,0.3959669844767658
28,0.513859681812498,0.646567535378373,0.2944032362530196,0.3956949557657384
29,0.5138446378437103,0.6437093092481225,0.2592947664364386,0.40114820799046386
30,0.4861040093369509,0.6436274866654155,0.21346755108435114,0.40541748194634014
31,0.4654067808898934,0.6455199160370193,0.16100360850312143,0.4047609836609624
32,0.4658973463558754,0.6469999351579269,0.10838167979403082,0.401246052690546
33,0.4774692130834375,0.6467770492189578,0.06054220942048299,0.3990510935395853
34,0.48471131890593117,0.6455720879572451,0.021667914718369347,0.39991665380489616
35,0.48329200711409803,0.6448132484693143,0.0,0.4021904849303599
36,0.4763623840871502,0.6450878494597527,0.00365763466887878,0.4033489728538484
