Time (s),Ux,Uy,Uz,p
1,0.35623908223778417,1.0,0.0,0.0
2,0.0,0.3989680974798425,0.33378759078785974,0.0
3,0.22703705703802546,0.13318532203304342,0.5727993412180868,0.0
4,0.5187129102267214,0.11997869149012143,0.7180354143634191,0.0
5,0.6908796230795462,0.10669183975902255,0.8043355359503509,0.0
6,0.7714431248648694,0.04809924659649615,0.850789505851657,0.0
7,0.8102926607454106,0.0,0.8687178485310952,0.0
8,0.8321522155213289,0.00667284127204534,0.8595552918956223,0.0
9,0.8460503893177347,0.07133790752522351,0.8315018256337013,0.0
10,0.8530053365067327,0.1530548889843227,0.7972069810677103,0.0
11,0.8561393022665957,0.20988196203696202,0.7632091335831077,0.0
12,0.8550373892979882,0.22531889994090598,0.7322410661378852,0.0
13,0.8502579093182829,0.21134098737917215,0.70588496010008,0.0
14,0.8420098487891287,0.19050062993721126,0.6851572716370717,0.0
15,0.8319757697601009,0.17733343351337302,0.6688643448179429,0.0
16,0.822199149697002,0.17380857555953683,0.6575973730764864,0.0
17,0.8134144189262209,0.17436126218774542,0.6513914851267191,0.0
18,0.8066107400500723,0.17341093539425934,0.6496897257444876,0.0
19,0.8017637586802692,0.17080299881679625,0.6517820333875317,0.0
20,0.7984085614668175,0.16821457542973378,0.656683725415883,0.0
21,0.7960603803303897,0.1675290005327923,0.6636711091713637,0.0
22,0.794751700631706,0.16766706231221623,0.6724394099402373,0.0
23,0.7949940965588198,0.1675943657492629,0.6819038021699533,0.0
24,0.7972496954626443,0.1665060221861943,0.6912493575738737,0.0
25,0.8017735669208146,0.16574338210144957,0.7001983639308329,0.0
26,0.8082306577172101,0.16630947378848224,0.708726720432823,0.0
27,0.8162814887880847,0.16788038093365856,0.7169777520605579,0.0
28,0.8252942422680121,0.16944373697727208,0.7248993378423431,0.0
29,0.8347249566711715,0.1697017797253345,0.7328358625333276,0.0
30,0.8443087374731629,0.16864968780457804,0.7410165779191138,0.0
31,0.8540347889500717,0.16723946661958203,0.7495707492959535,0.0
32,0.86371402894564,0.16625586414402727,0.7586822443553641,0.0
33,0.8731241425894205,0.16589523284923358,0.7684586320131152,0.0
34,0.8819623834797957,0.1659117674318568,0.7786315701142772,0.0
35,0.8902561422630848,0.1660713837410393,0.7889217320426501,0.0
36,0.8981024193661186,0.16644441398706175,0.7988301468458568,0.0
37,0.9058051381410788,0.1669646218762057,0.8079279662674679,0.0
38,0.9134060963641308,0.16756491327558626,0.8159799034715701,0.0
39,0.9206130899634145,0.16790164422162723,0.8229315974403848,0.0
40,0.927280969226163,0.1676264420452894,0.8286763735481113,0.0
41,0.9334368200806434,0.1667688492402851,0.8333077087947327,0.0
42,0.9390332482054788,0.16595924511587112,0.8368517617458224,0.0
43,0.9442984952275667,0.16602411257384717,0.839358398781603,0.0
44,0.949312249072141,0.16709304355709825,0.8408801033415015,0.0
45,0.95405230291416,0.16833136597835194,0.8414267256902991,0.0
46,0.958538166782593,0.16855963059159504,0.8411207960384642,0.0
47,0.9625334210091976,0.16738093857410632,0.8402510783247453,0.0
48,0.9659212182827581,0.16571211333903332,0.839244278571901,0.0
49,0.9684354853326176,0.16475863584041797,0.838580763533776,0.0
50,0.9698328157155683,0.16538981474050676,0.8386546289524456,0.0
51,0.9699821490821359,0.16734391117000277,0.8397187209834934,0.0
52,0.9686124085824921,0.16946792856763837,0.8419785740707755,0.0
53,0.9656723635664163,0.1699625204299907,0.8453812833398876,0.0
54,0.9610950954953147,0.16813134386201947,0.8499998755081706,0.0
55,0.9550578425106535,0.16485604028585193,0.8557468863864365,0.0
56,0.9476879666044542,0.1621224223465739,0.8626221320757697,0.0
