Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 510",-1.150678910704e+01,2.670741111756e+02,1.764340218046e+02,-1.152917985865e+01,2.860761100754e+02,1.766228875760e+02,-2.239075161229e-02,1.900199889983e+01,1.888657714323e-01
"                 511",-1.151864351473e+01,2.670767543883e+02,1.764396603839e+02,-1.154084428492e+01,2.860804080597e+02,1.766289111838e+02,-2.220077019426e-02,1.900365367144e+01,1.892507998567e-01
"                 512",-1.153918390929e+01,2.670817715490e+02,1.764487488374e+02,-1.156120086016e+01,2.860870916904e+02,1.766384064139e+02,-2.201695086761e-02,1.900532014136e+01,1.896575764999e-01
"                 513",-1.155352017464e+01,2.670856059584e+02,1.764553299536e+02,-1.157536811820e+01,2.860926073820e+02,1.766454343573e+02,-2.184794356077e-02,1.900700142354e+01,1.901044036791e-01
"                 514",-1.157756149927e+01,2.670915016315e+02,1.764650161361e+02,-1.159926152233e+01,2.861001910949e+02,1.766555837613e+02,-2.170002306694e-02,1.900868946337e+01,1.905676251556e-01
"                 515",-1.159530077915e+01,2.670957457096e+02,1.764715577693e+02,-1.161685756225e+01,2.861061305065e+02,1.766626214309e+02,-2.155678309965e-02,1.901038479693e+01,1.910636616673e-01
"                 516",-1.161903887559e+01,2.671024620308e+02,1.764811391545e+02,-1.164043740239e+01,2.861145508927e+02,1.766727036281e+02,-2.139852680001e-02,1.901208886194e+01,1.915644735406e-01
"                 517",-1.163326175024e+01,2.671080121959e+02,1.764877632780e+02,-1.165449690001e+01,2.861218084111e+02,1.766798502404e+02,-2.123514976563e-02,1.901379621514e+01,1.920869623215e-01
"                 518",-1.165215419335e+01,2.671156144237e+02,1.764977798637e+02,-1.167324642634e+01,2.861311119885e+02,1.766903882493e+02,-2.109223299114e-02,1.901549756486e+01,1.926083856588e-01
"                 519",-1.166172353474e+01,2.671224627292e+02,1.765052970926e+02,-1.168268408001e+01,2.861396853041e+02,1.766984491533e+02,-2.096054527018e-02,1.901722257495e+01,1.931520607194e-01
"                 520",-1.167565922536e+01,2.671325946872e+02,1.765167215953e+02,-1.169648899449e+01,2.861515605588e+02,1.767104124891e+02,-2.082976912635e-02,1.901896587159e+01,1.936908938312e-01
"                 521",-1.168332770116e+01,2.671421784682e+02,1.765254842937e+02,-1.170402315167e+01,2.861628935536e+02,1.767197230367e+02,-2.069545051398e-02,1.902071508540e+01,1.942387429964e-01
"                 522",-1.170079307071e+01,2.671541615313e+02,1.765372533963e+02,-1.172135443277e+01,2.861766172428e+02,1.767320163039e+02,-2.056136205567e-02,1.902245571152e+01,1.947629076391e-01
"                 523",-1.171402967522e+01,2.671649251666e+02,1.765454698153e+02,-1.173447123715e+01,2.861891103319e+02,1.767407511002e+02,-2.044156193215e-02,1.902418516529e+01,1.952812848739e-01
"                 524",-1.173592974862e+01,2.671780594573e+02,1.765566716444e+02,-1.175628504909e+01,2.862039526279e+02,1.767524370591e+02,-2.035530047247e-02,1.902589317061e+01,1.957654146832e-01
"                 525",-1.175340290196e+01,2.671897936103e+02,1.765642291623e+02,-1.177368261603e+01,2.862173906653e+02,1.767604809429e+02,-2.027971407423e-02,1.902759705495e+01,1.962517805490e-01
"                 526",-1.178027392611e+01,2.672029610282e+02,1.765744990126e+02,-1.180046787589e+01,2.862322687405e+02,1.767712239380e+02,-2.019394978552e-02,1.902930771230e+01,1.967249254245e-01
"                 527",-1.180163443653e+01,2.672131881424e+02,1.765806737854e+02,-1.182173183786e+01,2.862442135575e+02,1.767778869176e+02,-2.009740133093e-02,1.903102541508e+01,1.972131322182e-01
"                 528",-1.182922191479e+01,2.672240092463e+02,1.765903901385e+02,-1.184924355769e+01,2.862567414947e+02,1.767880762740e+02,-2.002164289841e-02,1.903273224838e+01,1.976861354479e-01
"                 529",-1.185266008684e+01,2.672319075779e+02,1.765966281019e+02,-1.187262325796e+01,2.862663435314e+02,1.767947952642e+02,-1.996317112977e-02,1.903443595346e+01,1.981671622884e-01
"                 530",-1.188601737679e+01,2.672407637805e+02,1.766062877772e+02,-1.190593251871e+01,2.862769136045e+02,1.768049178548e+02,-1.991514191750e-02,1.903614982401e+01,1.986300775788e-01
"                 531",-1.191428461316e+01,2.672470660554e+02,1.766117421709e+02,-1.193416068151e+01,2.862849591754e+02,1.768108539170e+02,-1.987606834788e-02,1.903789312000e+01,1.991117461049e-01
"                 532",-1.194584902802e+01,2.672545438661e+02,1.766206914962e+02,-1.196569801423e+01,2.862942150062e+02,1.768202786920e+02,-1.984898620925e-02,1.903967114010e+01,1.995871958485e-01
"                 533",-1.196694588576e+01,2.672587508096e+02,1.766252181449e+02,-1.198679822667e+01,2.863002317516e+02,1.768252950442e+02,-1.985234090911e-02,1.904148094199e+01,2.000768992882e-01
"                 534",-1.199129357833e+01,2.672621690975e+02,1.766330128006e+02,-1.201118031824e+01,2.863054802352e+02,1.768335578534e+02,-1.988673990726e-02,1.904331113764e+01,2.005450527231e-01
"                 535",-1.200568822250e+01,2.672621678426e+02,1.766368416794e+02,-1.202561349643e+01,2.863073422543e+02,1.768378642156e+02,-1.992527392748e-02,1.904517441171e+01,2.010225362409e-01
"                 536",-1.202264021049e+01,2.672632769313e+02,1.766460358973e+02,-1.204259006724e+01,2.863103379637e+02,1.768474991227e+02,-1.994985675654e-02,1.904706103239e+01,2.014632253596e-01
"                 537",-1.203089251923e+01,2.672636260275e+02,1.766524347606e+02,-1.205085512534e+01,2.863125889551e+02,1.768543199263e+02,-1.996260610474e-02,1.904896292763e+01,2.018851657542e-01
"                 538",-1.204370328307e+01,2.672665111783e+02,1.766635476749e+02,-1.206368441254e+01,2.863173744367e+02,1.768658054460e+02,-1.998112947137e-02,1.905086325838e+01,2.022577711400e-01
"                 539",-1.204916448109e+01,2.672677299178e+02,1.766701702197e+02,-1.206918385026e+01,2.863204991093e+02,1.768727761379e+02,-2.001936917111e-02,1.905276919149e+01,2.026059181599e-01
"                 540",-1.205956607913e+01,2.672699002458e+02,1.766801664806e+02,-1.207963264936e+01,2.863245688379e+02,1.768830684589e+02,-2.006657022960e-02,1.905466859213e+01,2.029019783287e-01
"                 541",-1.206544141782e+01,2.672693359276e+02,1.766851674221e+02,-1.208555242325e+01,2.863259085435e+02,1.768883482050e+02,-2.011100542957e-02,1.905657261593e+01,2.031807829215e-01
"                 542",-1.207982549138e+01,2.672694645608e+02,1.766936480085e+02,-1.209996792862e+01,2.863279447916e+02,1.768970574893e+02,-2.014243723366e-02,1.905848023075e+01,2.034094808347e-01
"                 543",-1.208645391549e+01,2.672683445947e+02,1.766980641133e+02,-1.210662905286e+01,2.863287432617e+02,1.769016917966e+02,-2.017513736869e-02,1.906039866700e+01,2.036276832634e-01
"                 544",-1.209559288153e+01,2.672689803040e+02,1.767065241936e+02,-1.211581794220e+01,2.863312990566e+02,1.769103283514e+02,-2.022506066752e-02,1.906231875257e+01,2.038041577692e-01
"                 545",-1.209678462772e+01,2.672668877947e+02,1.767103097402e+02,-1.211708641825e+01,2.863311404840e+02,1.769142890372e+02,-2.030179053166e-02,1.906425268927e+01,2.039792969820e-01
"                 546",-1.210685180821e+01,2.672650435102e+02,1.767173857904e+02,-1.212723654514e+01,2.863312449974e+02,1.769215088443e+02,-2.038473693035e-02,1.906620148714e+01,2.041230538869e-01
"                 547",-1.211307372581e+01,2.672619814599e+02,1.767202094181e+02,-1.213354563833e+01,2.863301501975e+02,1.769244806063e+02,-2.047191252952e-02,1.906816873765e+01,2.042711881995e-01
"                 548",-1.212702188225e+01,2.672617222893e+02,1.767271993787e+02,-1.214759817012e+01,2.863318622444e+02,1.769315776314e+02,-2.057628787831e-02,1.907013995515e+01,2.043782527756e-01
"                 549",-1.213580534828e+01,2.672604198806e+02,1.767299129552e+02,-1.215651475855e+01,2.863325327132e+02,1.769343846092e+02,-2.070941027346e-02,1.907211283259e+01,2.044716540043e-01
"                 550",-1.215060600465e+01,2.672602802903e+02,1.767359377111e+02,-1.217144266378e+01,2.863343747259e+02,1.769404482844e+02,-2.083665912875e-02,1.907409443559e+01,2.045105732818e-01
"                 551",-1.215536355763e+01,2.672589461744e+02,1.767381092086e+02,-1.217631252128e+01,2.863350364227e+02,1.769426511181e+02,-2.094896364844e-02,1.907609024833e+01,2.045419094636e-01
"                 552",-1.216189092097e+01,2.672607972062e+02,1.767451449681e+02,-1.218293072867e+01,2.863388971853e+02,1.769496687595e+02,-2.103980769465e-02,1.907809997911e+01,2.045237913922e-01
"                 553",-1.215999431616e+01,2.672637108158e+02,1.767490883823e+02,-1.218111124645e+01,2.863438291607e+02,1.769535836981e+02,-2.111693029576e-02,1.908011834486e+01,2.044953157233e-01
"                 554",-1.216495025550e+01,2.672703237485e+02,1.767569399488e+02,-1.218613988005e+01,2.863524637864e+02,1.769613542430e+02,-2.118962454609e-02,1.908214003788e+01,2.044142941466e-01
"                 555",-1.216413667462e+01,2.672767397234e+02,1.767591253638e+02,-1.218540250224e+01,2.863608959358e+02,1.769634479754e+02,-2.126582762465e-02,1.908415621240e+01,2.043226116533e-01
"                 556",-1.217061921563e+01,2.672856974759e+02,1.767640922069e+02,-1.219194270783e+01,2.863718695843e+02,1.769682730130e+02,-2.132349219645e-02,1.908617210839e+01,2.041808061462e-01
"                 557",-1.217275914801e+01,2.672940797646e+02,1.767637908109e+02,-1.219410859186e+01,2.863822696650e+02,1.769678278092e+02,-2.134944384845e-02,1.908818990035e+01,2.040369983474e-01
"                 558",-1.218302126644e+01,2.673047036285e+02,1.767676497052e+02,-1.220438382411e+01,2.863949073392e+02,1.769715123016e+02,-2.136255767189e-02,1.909020371068e+01,2.038625964727e-01
"                 559",-1.218950607041e+01,2.673142842917e+02,1.767667179510e+02,-1.221089017648e+01,2.864064879053e+02,1.769704137418e+02,-2.138410606418e-02,1.909220361363e+01,2.036957907602e-01
"                 560",-1.220567782281e+01,2.673249008662e+02,1.767685550831e+02,-1.222709497346e+01,2.864190908073e+02,1.769720405339e+02,-2.141715064561e-02,1.909418994112e+01,2.034854507146e-01
"                 561",-1.222004679618e+01,2.673324877278e+02,1.767635446222e+02,-1.224149561462e+01,2.864286424471e+02,1.769668129170e+02,-2.144881843769e-02,1.909615471936e+01,2.032682948043e-01
"                 562",-1.224319110813e+01,2.673404540325e+02,1.767613874083e+02,-1.226465941130e+01,2.864385559957e+02,1.769644058792e+02,-2.146830317077e-02,1.909810196315e+01,2.030184708848e-01
"                 563",-1.226004034683e+01,2.673484939856e+02,1.767549833699e+02,-1.228151529318e+01,2.864485211831e+02,1.769577512714e+02,-2.147494634947e-02,1.910002719749e+01,2.027679014307e-01
"                 564",-1.228468775558e+01,2.673601703422e+02,1.767535855027e+02,-1.230617871339e+01,2.864621040299e+02,1.769560599634e+02,-2.149095780949e-02,1.910193368778e+01,2.024744606728e-01
"                 565",-1.230679891608e+01,2.673713888511e+02,1.767479184664e+02,-1.232834078181e+01,2.864752263104e+02,1.769501020797e+02,-2.154186573166e-02,1.910383745932e+01,2.021836133524e-01
"                 566",-1.233940780504e+01,2.673846590087e+02,1.767465860170e+02,-1.236099732546e+01,2.864904151119e+02,1.769484458546e+02,-2.158952041068e-02,1.910575610317e+01,2.018598376603e-01
"                 567",-1.236533410677e+01,2.673971890872e+02,1.767411532239e+02,-1.238695897669e+01,2.865048824650e+02,1.769426933263e+02,-2.162486992146e-02,1.910769337779e+01,2.015401024201e-01
"                 568",-1.239534699325e+01,2.674122089649e+02,1.767405815306e+02,-1.241698234083e+01,2.865218597210e+02,1.769417556450e+02,-2.163534758032e-02,1.910965075603e+01,2.011741143556e-01
"                 569",-1.241550242763e+01,2.674271248246e+02,1.767368607916e+02,-1.243713500536e+01,2.865387389388e+02,1.769376606219e+02,-2.163257773836e-02,1.911161411417e+01,2.007998303055e-01
"                 570",-1.244108119440e+01,2.674432006034e+02,1.767378667570e+02,-1.246271326637e+01,2.865567777319e+02,1.769382399961e+02,-2.163207197003e-02,1.911357712846e+01,2.003732391575e-01
"                 571",-1.245863751400e+01,2.674567775853e+02,1.767351572460e+02,-1.248026973944e+01,2.865723245051e+02,1.769351045022e+02,-2.163222543440e-02,1.911554691979e+01,1.999472562147e-01
"                 572",-1.248184694009e+01,2.674707401884e+02,1.767362001765e+02,-1.250347862686e+01,2.865882694968e+02,1.769356970229e+02,-2.163168676842e-02,1.911752930839e+01,1.994968464200e-01
"                 573",-1.249717256477e+01,2.674827946811e+02,1.767332894810e+02,-1.251880149647e+01,2.866023296388e+02,1.769323657156e+02,-2.162893170647e-02,1.911953495774e+01,1.990762345959e-01
"                 574",-1.251853827635e+01,2.674960654293e+02,1.767341032814e+02,-1.254017006783e+01,2.866176158479e+02,1.769327566606e+02,-2.163179148286e-02,1.912155041862e+01,1.986533792039e-01
"                 575",-1.253379138510e+01,2.675082280434e+02,1.767306253206e+02,-1.255545403624e+01,2.866317817865e+02,1.769288942204e+02,-2.166265114779e-02,1.912355374303e+01,1.982688997875e-01
"                 576",-1.255873115955e+01,2.675220113269e+02,1.767301850762e+02,-1.258047406959e+01,2.866475363380e+02,1.769280692679e+02,-2.174291003934e-02,1.912552501104e+01,1.978841917019e-01
"                 577",-1.258174582999e+01,2.675337946735e+02,1.767246999252e+02,-1.260357027535e+01,2.866612748982e+02,1.769222135107e+02,-2.182444535883e-02,1.912748022470e+01,1.975135854841e-01
"                 578",-1.261297945156e+01,2.675460182927e+02,1.767227353285e+02,-1.263488539959e+01,2.866754468960e+02,1.769198552701e+02,-2.190594803390e-02,1.912942860327e+01,1.971199415875e-01
"                 579",-1.263505511368e+01,2.675541336651e+02,1.767169897350e+02,-1.265703316905e+01,2.866855059464e+02,1.769137340296e+02,-2.197805537116e-02,1.913137228131e+01,1.967442946724e-01
"                 580",-1.266093912701e+01,2.675612944936e+02,1.767154950582e+02,-1.268300141796e+01,2.866945984992e+02,1.769118393012e+02,-2.206229095569e-02,1.913330400552e+01,1.963442429357e-01
"                 581",-1.267972801533e+01,2.675660965886e+02,1.767101299780e+02,-1.270189152298e+01,2.867013264856e+02,1.769060733480e+02,-2.216350764553e-02,1.913522989702e+01,1.959433700159e-01
"                 582",-1.270454146208e+01,2.675737561443e+02,1.767092329642e+02,-1.272680599312e+01,2.867109139416e+02,1.769047459504e+02,-2.226453103273e-02,1.913715779737e+01,1.955129862391e-01
"                 583",-1.272271489604e+01,2.675817322223e+02,1.767051188834e+02,-1.274506833360e+01,2.867208302808e+02,1.769001998854e+02,-2.235343755621e-02,1.913909805855e+01,1.950810019130e-01
"                 584",-1.274522720283e+01,2.675925230703e+02,1.767061519809e+02,-1.276764925435e+01,2.867335901663e+02,1.769007600124e+02,-2.242205152395e-02,1.914106709605e+01,1.946080315021e-01
"                 585",-1.275965746501e+01,2.676013304507e+02,1.767035042666e+02,-1.278213939418e+01,2.867443951136e+02,1.768976451325e+02,-2.248192916917e-02,1.914306466291e+01,1.941408658531e-01
"                 586",-1.277819561273e+01,2.676101496977e+02,1.767054097744e+02,-1.280074982436e+01,2.867552481471e+02,1.768990599900e+02,-2.255421163028e-02,1.914509844938e+01,1.936502155937e-01
"                 587",-1.278737775787e+01,2.676158493448e+02,1.767029833348e+02,-1.281001626789e+01,2.867630107554e+02,1.768961603031e+02,-2.263851002640e-02,1.914716141060e+01,1.931769683340e-01
"                 588",-1.280117884635e+01,2.676221625819e+02,1.767046060787e+02,-1.282390226282e+01,2.867714124778e+02,1.768972961784e+02,-2.272341646748e-02,1.914924989586e+01,1.926900997756e-01
"                 589",-1.280936782883e+01,2.676262669478e+02,1.767014874092e+02,-1.283216673255e+01,2.867776165865e+02,1.768937229492e+02,-2.279890371792e-02,1.915134963876e+01,1.922355399998e-01
"                 590",-1.282414415846e+01,2.676318596689e+02,1.767026199565e+02,-1.284700893687e+01,2.867853150938e+02,1.768943957268e+02,-2.286477841033e-02,1.915345542492e+01,1.917757703320e-01
"                 591",-1.283140118323e+01,2.676358023723e+02,1.766993709650e+02,-1.285433565775e+01,2.867913507998e+02,1.768907185957e+02,-2.293447451698e-02,1.915554842748e+01,1.913476307073e-01
"                 592",-1.284443279871e+01,2.676398017688e+02,1.766997465303e+02,-1.286746383124e+01,2.867974259272e+02,1.768906639026e+02,-2.303103252787e-02,1.915762415844e+01,1.909173722577e-01
"                 593",-1.285168634069e+01,2.676396701143e+02,1.766952811943e+02,-1.287483184716e+01,2.867993466733e+02,1.768857991876e+02,-2.314550647074e-02,1.915967655893e+01,1.905179932840e-01
"                 594",-1.286757467749e+01,2.676387125180e+02,1.766943596576e+02,-1.289083603163e+01,2.868004267740e+02,1.768844702033e+02,-2.326135413433e-02,1.916171425600e+01,1.901105456769e-01
"                 595",-1.287582157274e+01,2.676341964531e+02,1.766894864522e+02,-1.289917863853e+01,2.867979334383e+02,1.768792149477e+02,-2.335706579619e-02,1.916373698527e+01,1.897284954480e-01
"                 596",-1.288869323459e+01,2.676304550176e+02,1.766889152820e+02,-1.291214166508e+01,2.867961927475e+02,1.768782451862e+02,-2.344843049737e-02,1.916573772993e+01,1.893299042900e-01
"                 597",-1.289197639236e+01,2.676250754547e+02,1.766843700006e+02,-1.291551403504e+01,2.867927992509e+02,1.768733061598e+02,-2.353764268001e-02,1.916772379623e+01,1.889361592631e-01
"                 598",-1.289846599756e+01,2.676207695259e+02,1.766841185672e+02,-1.292207763622e+01,2.867904819784e+02,1.768726307683e+02,-2.361163865445e-02,1.916971245251e+01,1.885122010589e-01
"                 599",-1.289521124556e+01,2.676144244890e+02,1.766808267421e+02,-1.291888600744e+01,2.867861399219e+02,1.768689245106e+02,-2.367476188271e-02,1.917171543293e+01,1.880977685206e-01
"                 600",-1.289635466725e+01,2.676100745132e+02,1.766821380702e+02,-1.292008458290e+01,2.867838199604e+02,1.768697952166e+02,-2.372991565284e-02,1.917374544725e+01,1.876571464216e-01
"                 601",-1.289203715687e+01,2.676042749498e+02,1.766794180958e+02,-1.291581194086e+01,2.867800795883e+02,1.768666450986e+02,-2.377478398923e-02,1.917580463856e+01,1.872270027403e-01
"                 602",-1.289393466880e+01,2.676003332059e+02,1.766804613372e+02,-1.291775644012e+01,2.867782237921e+02,1.768672355843e+02,-2.382177132570e-02,1.917789058621e+01,1.867742471105e-01
"                 603",-1.288741977321e+01,2.675946600480e+02,1.766768834852e+02,-1.291130363513e+01,2.867746535865e+02,1.768632107343e+02,-2.388386191654e-02,1.917999353847e+01,1.863272490604e-01
"                 604",-1.288494174652e+01,2.675902111897e+02,1.766765513059e+02,-1.290887428640e+01,2.867723205190e+02,1.768624069080e+02,-2.393253987404e-02,1.918210932935e+01,1.858556021191e-01
"                 605",-1.287600127619e+01,2.675836439801e+02,1.766717023566e+02,-1.289995633516e+01,2.867678826893e+02,1.768571114495e+02,-2.395505896507e-02,1.918423870920e+01,1.854090928567e-01
"                 606",-1.287407865231e+01,2.675787409881e+02,1.766704656054e+02,-1.289803353190e+01,2.867651232660e+02,1.768554348020e+02,-2.395487959443e-02,1.918638227784e+01,1.849691965730e-01
"                 607",-1.286648244605e+01,2.675727772691e+02,1.766654002266e+02,-1.289042513890e+01,2.867612998189e+02,1.768499698202e+02,-2.394269285196e-02,1.918852254988e+01,1.845695935224e-01
"                 608",-1.286473006358e+01,2.675692984996e+02,1.766639148365e+02,-1.288865974482e+01,2.867599442023e+02,1.768480838088e+02,-2.392968123912e-02,1.919064570274e+01,1.841689723682e-01
"                 609",-1.285905361552e+01,2.675639952843e+02,1.766574498301e+02,-1.288297558440e+01,2.867567277644e+02,1.768412432614e+02,-2.392196887920e-02,1.919273248012e+01,1.837934313485e-01
"                 610",-1.286059122036e+01,2.675595798179e+02,1.766546097060e+02,-1.288449835381e+01,2.867543670730e+02,1.768380091692e+02,-2.390713345504e-02,1.919478725513e+01,1.833994632156e-01
"                 611",-1.285501106113e+01,2.675531245745e+02,1.766479423836e+02,-1.287887613904e+01,2.867499356620e+02,1.768309562647e+02,-2.386507791123e-02,1.919681108747e+01,1.830138810711e-01
"                 612",-1.285404063879e+01,2.675478683930e+02,1.766458366827e+02,-1.287784047659e+01,2.867466885271e+02,1.768284501400e+02,-2.379983780283e-02,1.919882013409e+01,1.826134573641e-01
"                 613",-1.284574284470e+01,2.675405472857e+02,1.766396282090e+02,-1.286948537405e+01,2.867413576554e+02,1.768218547665e+02,-2.374252935684e-02,1.920081036965e+01,1.822265574384e-01
"                 614",-1.283985039321e+01,2.675348916026e+02,1.766376666104e+02,-1.286354061702e+01,2.867377027333e+02,1.768194834827e+02,-2.369022380405e-02,1.920281113073e+01,1.818168722860e-01
"                 615",-1.282220121287e+01,2.675281546747e+02,1.766320346743e+02,-1.284583043379e+01,2.867329871077e+02,1.768134540267e+02,-2.362922092462e-02,1.920483243297e+01,1.814193523628e-01
"                 616",-1.280530822842e+01,2.675235070034e+02,1.766314105341e+02,-1.282887180355e+01,2.867303864539e+02,1.768124129482e+02,-2.356357512223e-02,1.920687945053e+01,1.810024141653e-01
"                 617",-1.278127109686e+01,2.675176848768e+02,1.766277631898e+02,-1.280476224526e+01,2.867266206054e+02,1.768083550495e+02,-2.349114840061e-02,1.920893572861e+01,1.805918597669e-01
"                 618",-1.276533586742e+01,2.675143440964e+02,1.766295856913e+02,-1.278874474631e+01,2.867253592194e+02,1.768097474289e+02,-2.340887888861e-02,1.921101512299e+01,1.801617376102e-01
"                 619",-1.274396192830e+01,2.675101844698e+02,1.766280663146e+02,-1.276730894546e+01,2.867232797901e+02,1.768078222629e+02,-2.334701716198e-02,1.921309532028e+01,1.797559482758e-01
"                 620",-1.272910346797e+01,2.675073561023e+02,1.766308359109e+02,-1.275240485848e+01,2.867225489858e+02,1.768101850409e+02,-2.330139051078e-02,1.921519288344e+01,1.793491299683e-01
"                 621",-1.270817244830e+01,2.675019655809e+02,1.766286338528e+02,-1.273141439573e+01,2.867192638381e+02,1.768076177079e+02,-2.324194742777e-02,1.921729825718e+01,1.789838551837e-01
"                 622",-1.269461743308e+01,2.674974812297e+02,1.766295778815e+02,-1.271776715999e+01,2.867169060828e+02,1.768082086629e+02,-2.314972691184e-02,1.921942485310e+01,1.786307814134e-01
"                 623",-1.267437117801e+01,2.674922599894e+02,1.766265159428e+02,-1.269740421073e+01,2.867137945119e+02,1.768048364141e+02,-2.303303272475e-02,1.922153452252e+01,1.783204712940e-01
"                 624",-1.265985576184e+01,2.674900711887e+02,1.766276663113e+02,-1.268274892977e+01,2.867137070537e+02,1.768056725236e+02,-2.289316792841e-02,1.922363586494e+01,1.780062122884e-01
"                 625",-1.264008275715e+01,2.674865229702e+02,1.766245084502e+02,-1.266281818074e+01,2.867122301886e+02,1.768022270472e+02,-2.273542359515e-02,1.922570721841e+01,1.777185969399e-01
"                 626",-1.262803941952e+01,2.674822741397e+02,1.766247229312e+02,-1.265061444579e+01,2.867100425504e+02,1.768021480297e+02,-2.257502626788e-02,1.922776841072e+01,1.774250984466e-01
"                 627",-1.261009407699e+01,2.674744633248e+02,1.766204537938e+02,-1.263249319031e+01,2.867042696304e+02,1.767976184160e+02,-2.239911332213e-02,1.922980630553e+01,1.771646221981e-01
"                 628",-1.259786283774e+01,2.674674006182e+02,1.766204298182e+02,-1.262006716258e+01,2.866992520044e+02,1.767973313660e+02,-2.220432483917e-02,1.923185138616e+01,1.769015477422e-01
"                 629",-1.258142859042e+01,2.674599516263e+02,1.766168790152e+02,-1.260345668124e+01,2.866938264966e+02,1.767935407944e+02,-2.202809081096e-02,1.923387487034e+01,1.766617791871e-01
"                 630",-1.257288143835e+01,2.674551845759e+02,1.766177366267e+02,-1.259476996410e+01,2.866910880182e+02,1.767941391771e+02,-2.188852574853e-02,1.923590344229e+01,1.764025504074e-01
"                 631",-1.255665995790e+01,2.674505076738e+02,1.766151069162e+02,-1.257841101715e+01,2.866884446974e+02,1.767912682449e+02,-2.175105924372e-02,1.923793702366e+01,1.761613287024e-01
"                 632",-1.254172395465e+01,2.674480520047e+02,1.766172108896e+02,-1.256333729720e+01,2.866880536639e+02,1.767931076148e+02,-2.161334254791e-02,1.924000165916e+01,1.758967252403e-01
"                 633",-1.251800176034e+01,2.674447779496e+02,1.766161157294e+02,-1.253948310545e+01,2.866868429808e+02,1.767917661146e+02,-2.148134510854e-02,1.924206503121e+01,1.756503851886e-01
"                 634",-1.250029657015e+01,2.674422573974e+02,1.766196289122e+02,-1.252165821487e+01,2.866864084835e+02,1.767950170540e+02,-2.136164471897e-02,1.924415108606e+01,1.753881417753e-01
"                 635",-1.247875420690e+01,2.674386702845e+02,1.766197426699e+02,-1.250001800103e+01,2.866848936680e+02,1.767948874365e+02,-2.126379412539e-02,1.924622338354e+01,1.751447665562e-01
"                 636",-1.246584762775e+01,2.674357881018e+02,1.766244711826e+02,-1.248703447604e+01,2.866840860594e+02,1.767993564602e+02,-2.118684829478e-02,1.924829795757e+01,1.748852776108e-01
"                 637",-1.244914229648e+01,2.674312868596e+02,1.766255008992e+02,-1.247024178639e+01,2.866816448651e+02,1.768001577909e+02,-2.109948990266e-02,1.925035800546e+01,1.746568916698e-01
"                 638",-1.243956930293e+01,2.674267238644e+02,1.766308405746e+02,-1.246054657657e+01,2.866791726730e+02,1.768052675264e+02,-2.097727364057e-02,1.925244880861e+01,1.744269518361e-01
"                 639",-1.242123933730e+01,2.674212264072e+02,1.766321005688e+02,-1.244206036406e+01,2.866757611367e+02,1.768063391107e+02,-2.082102676944e-02,1.925453472951e+01,1.742385419608e-01
"                 640",-1.240729794248e+01,2.674164100998e+02,1.766380139410e+02,-1.242795960751e+01,2.866730477209e+02,1.768120714154e+02,-2.066166503272e-02,1.925663762112e+01,1.740574743800e-01
"                 641",-1.238855761398e+01,2.674106223100e+02,1.766396554215e+02,-1.240906294464e+01,2.866693480379e+02,1.768135780733e+02,-2.050533066319e-02,1.925872572789e+01,1.739226517436e-01
"                 642",-1.237963218371e+01,2.674047352818e+02,1.766453623179e+02,-1.239998626097e+01,2.866655619979e+02,1.768191495225e+02,-2.035407726436e-02,1.926082671614e+01,1.737872046402e-01
"                 643",-1.236614121200e+01,2.673974003815e+02,1.766462958781e+02,-1.238632975613e+01,2.866603037846e+02,1.768199838844e+02,-2.018854413042e-02,1.926290340312e+01,1.736880063531e-01
"                 644",-1.235832913122e+01,2.673903704797e+02,1.766516662419e+02,-1.237835386826e+01,2.866553590696e+02,1.768252422642e+02,-2.002473703193e-02,1.926498858989e+01,1.735760223152e-01
"                 645",-1.234511970130e+01,2.673825876295e+02,1.766527694183e+02,-1.236499618937e+01,2.866496275570e+02,1.768262502807e+02,-1.987648807296e-02,1.926703992753e+01,1.734808624320e-01
"                 646",-1.233834764888e+01,2.673751781657e+02,1.766588664747e+02,-1.235811164592e+01,2.866442756560e+02,1.768322279544e+02,-1.976399703279e-02,1.926909749031e+01,1.733614797200e-01
"                 647",-1.232505659532e+01,2.673668904398e+02,1.766610520707e+02,-1.234471494140e+01,2.866380355494e+02,1.768343257533e+02,-1.965834607997e-02,1.927114510964e+01,1.732736825685e-01
"                 648",-1.231730818892e+01,2.673599321412e+02,1.766685776257e+02,-1.233687732566e+01,2.866331525843e+02,1.768417438152e+02,-1.956913673495e-02,1.927322044312e+01,1.731661895121e-01
"                 649",-1.230231219810e+01,2.673537165425e+02,1.766719764039e+02,-1.232179075081e+01,2.866289960490e+02,1.768450536271e+02,-1.947855271252e-02,1.927527950648e+01,1.730772232888e-01
"                 650",-1.229366082753e+01,2.673489278812e+02,1.766800935770e+02,-1.231307526338e+01,2.866262759390e+02,1.768530501042e+02,-1.941443584964e-02,1.927734805788e+01,1.729565272484e-01
